nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,otherManager,Sole,Shared,None,putCall
BANKFINANCIAL CORP,CMN,06643P104,300,25346,SH,DFND,1,25346,0,0,
BANKRATE INC DEL,CMN,06647F102,499,54420,SH,DFND,1,54420,0,0,
BANKRATE INC DEL,CMN,06647F102,743,81050,SH,DFND,2,81050,0,0,
BANKUNITED INC,CMN,06652K103,8932,259343,SH,DFND,1,259166,0,177,
BANKUNITED INC,CMN,06652K103,3289,95513,SH,DFND,2,95513,0,0,
BANKWELL FINL GROUP INC,CMN,06654A103,238,12172,SH,DFND,1,12172,0,0,
BANNER CORP,CMN,06652V208,53006,1260856,SH,DFND,1,1260856,0,0,
BANNER CORP,CMN,06652V208,41335,983233,SH,DFND,2,929591,0,53642,
BANRO CORP,CMN,066800103,26,100463,SH,DFND,1,100463,0,0,
BAOZUN INC,CMN,06684L103,21544,3688995,SH,DFND,2,3688995,0,0,
BARCLAYS BANK PLC,CMN,06739H453,940,32452,SH,DFND,1,32452,0,0,
BARCLAYS BANK PLC,CMN,06739H511,231,8899,SH,DFND,1,3899,0,5000,
BARCLAYS BANK PLC,CMN,06739H776,402,15749,SH,DFND,1,3949,0,11800,
BARCLAYS BK PLC,CMN,06738C778,1332,61974,SH,DFND,1,61974,0,0,
BARCLAYS BK PLC,CMN,06740C519,902,82928,SH,DFND,1,82928,0,0,
BARCLAYS BK PLC,CMN,06742E711,52471,2977935,SH,DFND,1,2977935,0,0,
BARCLAYS BK PLC,CMN,06742E711,269928,15319400,SH,DFND,1,15319400,0,0,Call
BARCLAYS BK PLC,CMN,06742E711,211170,11984700,SH,DFND,1,11984700,0,0,Put
BARCLAYS PLC,CMN,06738E204,1240,143864,SH,DFND,1,128489,0,15375,
BARCLAYS PLC,CMN,06738E204,254,29500,SH,DFND,1,29500,0,0,Call
BARCLAYS PLC,CMN,06738E204,346,40100,SH,DFND,1,40100,0,0,Put
BARCLAYS PLC,CMN,06738E204,8771,1017495,SH,DFND,2,1017495,0,0,
BARCLAYS PLC,CMN,06738E204,162,18742,SH,DFND,6,18742,0,0,
BARD C R INC,CMN,067383109,49093,242233,SH,DFND,1,242224,0,9,
BARD C R INC,CMN,067383109,284,1400,SH,DFND,1,1400,0,0,Call
BARD C R INC,CMN,067383109,142,700,SH,DFND,1,700,0,0,Put
BARD C R INC,CMN,067383109,179941,887854,SH,DFND,2,803717,0,84137,
BARD C R INC,CMN,067383109,150,742,SH,DFND,6,742,0,0,
BARD C R INC,CMN,067383109,1351,6667,SH,OTR,"6,2",0,6667,0,
BARNES & NOBLE ED INC,CMN,06777U101,200,20443,SH,DFND,1,20443,0,0,
BARNES & NOBLE ED INC,CMN,06777U101,716,73058,SH,DFND,2,73058,0,0,
BARNES & NOBLE INC,CMN,067774109,3226,260972,SH,DFND,1,260972,0,0,
BARNES & NOBLE INC,CMN,067774109,52,4200,SH,DFND,1,4200,0,0,Put
BARNES & NOBLE INC,CMN,067774109,117,9500,SH,DFND,1,9500,0,0,Call
BARNES & NOBLE INC,CMN,067774109,1489,120447,SH,DFND,2,120447,0,0,
BARNES GROUP INC,CMN,067806109,7371,210419,SH,DFND,1,210419,0,0,
BARNES GROUP INC,CMN,067806109,40187,1147203,SH,DFND,2,1084786,0,62417,
BARRACUDA NETWORKS INC,CMN,068323104,418,27152,SH,DFND,1,27152,0,0,
BARRACUDA NETWORKS INC,CMN,068323104,159,10313,SH,DFND,2,10313,0,0,
BARRETT BILL CORP,CMN,06846N104,1655,266077,SH,DFND,1,266077,0,0,
BARRETT BILL CORP,CMN,06846N104,168,27003,SH,DFND,2,27003,0,0,
BARRETT BUSINESS SERVICES IN,CMN,068463108,209,7270,SH,DFND,2,7270,0,0,
BARRICK GOLD CORP,CMN,067901108,9379,690677,SH,DFND,1,661171,0,29506,
BARRICK GOLD CORP,CMN,067901108,11144,820600,SH,DFND,1,820600,0,0,Call
BARRICK GOLD CORP,CMN,067901108,6421,472800,SH,DFND,1,472800,0,0,Put
BARRICK GOLD CORP,CMN,067901108,10338,761295,SH,DFND,2,758993,0,2302,
BARRICK GOLD CORP,CMN,067901108,23065,1698469,SH,DFND,3,1698469,0,0,
BARRICK GOLD CORP,CMN,067901108,140,10310,SH,DFND,6,10310,0,0,
BARRICK GOLD CORP,CMN,067901108,157,11536,SH,DFND,7,11536,0,0,
BASIC ENERGY SVCS INC NEW,CMN,06985P100,382,138376,SH,DFND,1,138376,0,0,
BASIC ENERGY SVCS INC NEW,CMN,06985P100,64,23115,SH,DFND,2,23115,0,0,
BASSETT FURNITURE INDS INC,CMN,070203104,453,14234,SH,DFND,1,14234,0,0,
BAXALTA INC,CMN,07177M103,69917,1730626,SH,DFND,1,1644908,0,85718,
BAXALTA INC,CMN,07177M103,4125,102100,SH,DFND,1,102100,0,0,Put
BAXALTA INC,CMN,07177M103,65,1600,SH,DFND,1,1600,0,0,Call
BAXALTA INC,CMN,07177M103,277343,6864916,SH,DFND,2,5737040,0,1127876,
BAXALTA INC,CMN,07177M103,645,15963,SH,DFND,6,15963,0,0,
BAXALTA INC,CMN,07177M103,111,2745,SH,OTR,"6,2",0,2745,0,
BAXTER INTL INC,CMN,071813109,73660,1793089,SH,DFND,1,1623244,0,169845,
BAXTER INTL INC,CMN,071813109,3738,91000,SH,DFND,1,91000,0,0,Call
BAXTER INTL INC,CMN,071813109,2498,60800,SH,DFND,1,60800,0,0,Put
BAXTER INTL INC,CMN,071813109,23377,569053,SH,DFND,2,541928,0,27125,
BAXTER INTL INC,CMN,071813109,212,5160,SH,DFND,5,5160,0,0,
BAXTER INTL INC,CMN,071813109,2894,70438,SH,DFND,6,70438,0,0,
BAY BANCORP INC,CMN,07203T106,48,10055,SH,DFND,1,10055,0,0,
BAYLAKE CORP,CMN,072788102,282,17663,SH,DFND,1,17663,0,0,
BAYTEX ENERGY CORP,CMN,07317Q105,610,153644,SH,DFND,1,153644,0,0,
BAYTEX ENERGY CORP,CMN,07317Q105,166,41842,SH,DFND,3,41842,0,0,
BAZAARVOICE INC,CMN,073271108,145,46057,SH,DFND,1,46057,0,0,
BB&T CORP,CMN,054937107,36366,1093065,SH,DFND,1,1044718,0,48347,
BB&T CORP,CMN,054937107,902,27100,SH,DFND,1,27100,0,0,Put
BB&T CORP,CMN,054937107,3656,109900,SH,DFND,1,109900,0,0,Call
BB&T CORP,CMN,054937107,51927,1560790,SH,DFND,2,1549046,0,11744,
BB&T CORP,CMN,054937107,974,29282,SH,DFND,6,29282,0,0,
BBCN BANCORP INC,CMN,073295107,1183,77910,SH,DFND,1,77910,0,0,
BBCN BANCORP INC,CMN,073295107,315,20732,SH,DFND,2,20732,0,0,
BBCN BANCORP INC,CMN,073295107,507,33399,SH,DFND,6,33399,0,0,
BBVA BANCO FRANCES S A,CMN,07329M100,13043,653106,SH,DFND,1,653106,0,0,
BCE INC,CMN,05534B760,10258,225263,SH,DFND,1,224263,0,1000,
BCE INC,CMN,05534B760,12832,281768,SH,DFND,2,279754,0,2014,
BCE INC,CMN,05534B760,86690,1903605,SH,DFND,3,1903605,0,0,
BE AEROSPACE INC,CMN,073302101,40866,886069,SH,DFND,1,881319,0,4750,
BE AEROSPACE INC,CMN,073302101,51,1100,SH,DFND,1,1100,0,0,Call
BE AEROSPACE INC,CMN,073302101,101,2200,SH,DFND,1,2200,0,0,Put
BE AEROSPACE INC,CMN,073302101,17768,385256,SH,DFND,2,313533,0,71723,
BE AEROSPACE INC,CMN,073302101,134,2912,SH,DFND,6,2912,0,0,
BE AEROSPACE INC,CMN,073302101,262,5688,SH,OTR,"6,2",0,5688,0,
BEACON ROOFING SUPPLY INC,CMN,073685109,6065,147885,SH,DFND,1,147885,0,0,
BEACON ROOFING SUPPLY INC,CMN,073685109,57998,1414246,SH,DFND,2,1336458,0,77788,
BEACON ROOFING SUPPLY INC,CMN,073685109,403,9819,SH,DFND,6,9819,0,0,
BEAR ST FINL INC,CMN,073844102,95,10206,SH,DFND,1,10206,0,0,
BEASLEY BROADCAST GROUP INC,CMN,074014101,88,24941,SH,DFND,1,24941,0,0,
BEAZER HOMES USA INC,CMN,07556Q881,4948,567393,SH,DFND,1,567393,0,0,
BEAZER HOMES USA INC,CMN,07556Q881,13750,1576800,SH,DFND,1,1576800,0,0,Put
BEAZER HOMES USA INC,CMN,07556Q881,513,58800,SH,DFND,1,58800,0,0,Call
BEBE STORES INC,CMN,075571109,21,37305,SH,DFND,1,37305,0,0,
BEBE STORES INC,CMN,075571109,0,100,SH,DFND,1,100,0,0,Call
BEBE STORES INC,CMN,075571109,35,63201,SH,DFND,2,63201,0,0,
BECTON DICKINSON & CO,CMN,075887109,48785,321334,SH,DFND,1,317849,0,3485,
BECTON DICKINSON & CO,CMN,075887109,319,2100,SH,DFND,1,2100,0,0,Put
BECTON DICKINSON & CO,CMN,075887109,243,1600,SH,DFND,1,1600,0,0,Call
BECTON DICKINSON & CO,CMN,075887109,31396,206800,SH,DFND,2,198835,0,7965,
BECTON DICKINSON & CO,CMN,075887109,497,3275,SH,DFND,4,0,0,3275,
BECTON DICKINSON & CO,CMN,075887109,651,4287,SH,DFND,6,4287,0,0,
BED BATH & BEYOND INC,CMN,075896100,79112,1593723,SH,DFND,1,1593723,0,0,
BED BATH & BEYOND INC,CMN,075896100,4760,95900,SH,DFND,1,95900,0,0,Put
BED BATH & BEYOND INC,CMN,075896100,3817,76900,SH,DFND,1,76900,0,0,Call
BED BATH & BEYOND INC,CMN,075896100,12779,257442,SH,DFND,2,231075,0,26367,
BEIGENE LTD,CMN,07725L102,807,27529,SH,DFND,1,27529,0,0,
BELDEN INC,CMN,077454106,5761,93851,SH,DFND,1,93851,0,0,
BELDEN INC,CMN,077454106,1069,17422,SH,DFND,2,17422,0,0,
BELLATRIX EXPLORATION LTD,CMN,078314101,1294,1281120,SH,DFND,1,1281120,0,0,
BELLATRIX EXPLORATION LTD,CMN,078314101,72,71600,SH,DFND,2,71600,0,0,
BELLATRIX EXPLORATION LTD,CMN,078314101,14,14263,SH,DFND,3,14263,0,0,
BELMOND LTD,CMN,G1154H107,1079,113700,SH,DFND,1,113700,0,0,
BELMOND LTD,CMN,G1154H107,311,32799,SH,DFND,2,32799,0,0,
BEMIS INC,CMN,081437105,53450,1032251,SH,DFND,1,999173,0,33078,
BEMIS INC,CMN,081437105,5,100,SH,DFND,1,100,0,0,Call
BEMIS INC,CMN,081437105,166,3200,SH,DFND,1,3200,0,0,Put
BEMIS INC,CMN,081437105,6195,119638,SH,DFND,2,119638,0,0,
BENCHMARK ELECTRS INC,CMN,08160H101,2378,103156,SH,DFND,1,103156,0,0,
BENCHMARK ELECTRS INC,CMN,08160H101,6168,267596,SH,DFND,2,267596,0,0,
BENEFICIAL BANCORP INC,CMN,08171T102,1950,142429,SH,DFND,1,142429,0,0,
BENEFICIAL BANCORP INC,CMN,08171T102,174,12714,SH,DFND,2,12714,0,0,
BENEFITFOCUS INC,CMN,08180D106,208202,6242946,SH,DFND,1,6242946,0,0,
BERKLEY W R CORP,CMN,084423102,16776,298511,SH,DFND,1,292837,0,5674,
BERKLEY W R CORP,CMN,084423102,175897,3129832,SH,DFND,2,3088063,0,41769,
BERKSHIRE HATHAWAY INC DEL,CMN,084670108,11099,52,SH,DFND,1,3,0,49,
BERKSHIRE HATHAWAY INC DEL,CMN,084670702,236140,1664365,SH,DFND,1,1339419,0,324946,
BERKSHIRE HATHAWAY INC DEL,CMN,084670702,23935,168700,SH,DFND,1,168700,0,0,Call
BERKSHIRE HATHAWAY INC DEL,CMN,084670702,21764,153400,SH,DFND,1,153400,0,0,Put
BERKSHIRE HATHAWAY INC DEL,CMN,084670108,2988,14,SH,DFND,2,14,0,0,
BERKSHIRE HATHAWAY INC DEL,CMN,084670702,311513,2195608,SH,DFND,2,2120971,0,74637,
BERKSHIRE HATHAWAY INC DEL,CMN,084670108,854,4,SH,DFND,3,0,0,4,
BERKSHIRE HATHAWAY INC DEL,CMN,084670702,7863,55422,SH,DFND,6,55422,0,0,
BERKSHIRE HATHAWAY INC DEL,CMN,084670108,640,3,SH,DFND,6,3,0,0,
BERKSHIRE HATHAWAY INC DEL,CMN,084670702,3686,25980,SH,OTR,"6,2",0,25980,0,
BERKSHIRE HILLS BANCORP INC,CMN,084680107,305,11324,SH,DFND,1,11324,0,0,
BERRY PLASTICS GROUP INC,CMN,08579W103,50017,1383607,SH,DFND,1,1383607,0,0,
BERRY PLASTICS GROUP INC,CMN,08579W103,64567,1786079,SH,DFND,2,1688661,0,97418,
BEST BUY INC,CMN,086516101,114408,3526761,SH,DFND,1,3460495,0,66266,
BEST BUY INC,CMN,086516101,6994,215600,SH,DFND,1,215600,0,0,Put
BEST BUY INC,CMN,086516101,5064,156100,SH,DFND,1,156100,0,0,Call
BEST BUY INC,CMN,086516101,15316,472129,SH,DFND,2,457916,0,14213,
BEST BUY INC,CMN,086516101,243,7506,SH,DFND,6,7506,0,0,
BGC PARTNERS INC,CNV,05541TAD3,496,486000,PRN,DFND,1,486000,0,0,
BGC PARTNERS INC,CMN,05541T101,10124,1118681,SH,DFND,1,1118681,0,0,
BGC PARTNERS INC,CMN,05541T101,922,101826,SH,DFND,2,101826,0,0,
BHP BILLITON LTD,CMN,088606108,24111,930918,SH,DFND,1,924768,0,6150,
BHP BILLITON LTD,CMN,088606108,3546,136900,SH,DFND,1,136900,0,0,Call
BHP BILLITON LTD,CMN,088606108,2520,97300,SH,DFND,1,97300,0,0,Put
BHP BILLITON LTD,CMN,088606108,9662,373055,SH,DFND,2,373055,0,0,
BHP BILLITON LTD,CMN,088606108,9212,355669,SH,DFND,3,355669,0,0,
BHP BILLITON LTD,CMN,088606108,205,7915,SH,DFND,6,7915,0,0,
BHP BILLITON PLC,CMN,05545E209,6897,303445,SH,DFND,2,303445,0,0,
BIG 5 SPORTING GOODS CORP,CMN,08915P101,225,20292,SH,DFND,1,20292,0,0,
BIG LOTS INC,CMN,089302103,28269,624167,SH,DFND,1,624167,0,0,
BIG LOTS INC,CMN,089302103,5,100,SH,DFND,1,100,0,0,Put
BIG LOTS INC,CMN,089302103,27,600,SH,DFND,1,600,0,0,Call
BIG LOTS INC,CMN,089302103,24271,535891,SH,DFND,2,507144,0,28747,
BIGLARI HLDGS INC,CMN,08986R101,453,1218,SH,DFND,1,1218,0,0,
BIO PATH HOLDINGS INC,CMN,09057N102,519,200231,SH,DFND,1,200231,0,0,
BIO RAD LABS INC,CMN,090572207,14524,106233,SH,DFND,1,106233,0,0,
BIO RAD LABS INC,CMN,090572207,591,4320,SH,DFND,2,4320,0,0,
BIO TECHNE CORP,CMN,09073M104,29316,310153,SH,DFND,1,310153,0,0,
BIO TECHNE CORP,CMN,09073M104,409,4329,SH,DFND,2,4329,0,0,
BIOAMBER INC,CMN,09072Q106,46,10979,SH,DFND,1,10979,0,0,
BIOANALYTICAL SYS INC,CMN,09058M103,28,23957,SH,DFND,1,23957,0,0,
BIOCRYST PHARMACEUTICALS,CMN,09058V103,3473,1227046,SH,DFND,1,1227046,0,0,
BIOCRYST PHARMACEUTICALS,CMN,09058V103,29,10372,SH,DFND,2,10372,0,0,
BIODEL INC,CMN,09064M204,7,21107,SH,DFND,1,21107,0,0,
BIODELIVERY SCIENCES INTL IN,CMN,09060J106,333,103092,SH,DFND,1,103092,0,0,
BIOGEN INC,CMN,09062X103,120267,461995,SH,DFND,1,433339,0,28656,
BIOGEN INC,CMN,09062X103,33373,128200,SH,DFND,1,128200,0,0,Call
BIOGEN INC,CMN,09062X103,59900,230100,SH,DFND,1,230100,0,0,Put
BIOGEN INC,CMN,09062X103,222888,856207,SH,DFND,2,750114,0,106093,
BIOGEN INC,CMN,09062X103,25061,96269,SH,DFND,3,121,0,96148,
BIOGEN INC,CMN,09062X103,2208,8481,SH,DFND,4,0,0,8481,
BIOGEN INC,CMN,09062X103,3624,13921,SH,DFND,6,13921,0,0,
BIOGEN INC,CMN,09062X103,322,1236,SH,OTR,"6,2",0,1236,0,
BIOLASE INC,CMN,090911108,49,37369,SH,DFND,1,37369,0,0,
BIOMARIN PHARMACEUTICAL INC,CNV,09061GAF8,1537,1296000,PRN,DFND,1,1296000,0,0,
BIOMARIN PHARMACEUTICAL INC,CMN,09061G101,61232,742384,SH,DFND,1,735277,0,7107,
BIOMARIN PHARMACEUTICAL INC,CMN,09061G101,8124,98500,SH,DFND,1,98500,0,0,Call
BIOMARIN PHARMACEUTICAL INC,CMN,09061G101,5567,67500,SH,DFND,1,67500,0,0,Put
BIOMARIN PHARMACEUTICAL INC,CMN,09061G101,8407,101923,SH,DFND,2,101923,0,0,
BIOSCRIP INC,CMN,09069N108,76,35610,SH,DFND,1,35610,0,0,
BIOSCRIP INC,CMN,09069N108,32,15184,SH,DFND,2,15184,0,0,
BIOSCRIP INC,CMN,09069N108,40,18506,SH,DFND,6,18506,0,0,
BIOSPECIFICS TECHNOLOGIES CO,CMN,090931106,1181,33928,SH,DFND,2,33928,0,0,
BIOTA PHARMACEUTIALS INC,CMN,090694100,76,50465,SH,DFND,1,50465,0,0,
BIOTELEMETRY INC,CMN,090672106,145,12381,SH,DFND,1,12381,0,0,
BIOTIME INC,CMN,09066L105,43,15151,SH,DFND,1,15151,0,0,
BITAUTO HLDGS LTD,CMN,091727107,697,28104,SH,DFND,1,28104,0,0,
BITAUTO HLDGS LTD,CMN,091727107,419,16900,SH,DFND,1,16900,0,0,Put
BITAUTO HLDGS LTD,CMN,091727107,481,19400,SH,DFND,1,19400,0,0,Call
BJS RESTAURANTS INC,CMN,09180C106,2986,71825,SH,DFND,1,71825,0,0,
BJS RESTAURANTS INC,CMN,09180C106,5455,131216,SH,DFND,2,131216,0,0,
BLACK BOX CORP DEL,CMN,091826107,576,42743,SH,DFND,1,42743,0,0,
BLACK DIAMOND INC,CMN,09202G101,117,25841,SH,DFND,1,25841,0,0,
BLACK DIAMOND INC,CMN,09202G101,14,3100,SH,DFND,1,3100,0,0,Put
BLACK HILLS CORP,CMN,092113109,3307,54994,SH,DFND,1,54994,0,0,
BLACK HILLS CORP,CMN,092113109,63846,1061806,SH,DFND,2,1002980,0,58826,
BLACK KNIGHT FINL SVCS INC,CMN,09214X100,392,12619,SH,DFND,1,12619,0,0,
BLACK KNIGHT FINL SVCS INC,CMN,09214X100,164277,5294129,SH,DFND,2,5163560,0,130569,
BLACK KNIGHT FINL SVCS INC,CMN,09214X100,322,10393,SH,OTR,"6,2",0,10393,0,
BLACK STONE MINERALS L P,CMN,09225M101,7128,508794,SH,DFND,1,508794,0,0,
BLACKBAUD INC,CMN,09227Q100,6051,96223,SH,DFND,1,96223,0,0,
BLACKBAUD INC,CMN,09227Q100,3938,62615,SH,DFND,2,62615,0,0,
BLACKBAUD INC,CMN,09227Q100,397,6317,SH,DFND,6,6317,0,0,
BLACKBERRY LTD,CMN,09228F103,7514,928819,SH,DFND,1,928819,0,0,
BLACKBERRY LTD,CMN,09228F103,1960,242300,SH,DFND,1,242300,0,0,Call
BLACKBERRY LTD,CMN,09228F103,1890,233600,SH,DFND,1,233600,0,0,Put
BLACKBERRY LTD,CMN,09228F103,1708,211086,SH,DFND,2,201683,0,9403,
BLACKBERRY LTD,CMN,09228F103,6523,806296,SH,DFND,3,806296,0,0,
BLACKHAWK NETWORK HLDGS INC,CMN,09238E104,2521,73502,SH,DFND,1,61432,0,12070,
BLACKHAWK NETWORK HLDGS INC,CMN,09238E104,79,2300,SH,DFND,1,2300,0,0,Put
BLACKHAWK NETWORK HLDGS INC,CMN,09238E104,24,700,SH,DFND,1,700,0,0,Call
BLACKHAWK NETWORK HLDGS INC,CMN,09238E104,3103,90454,SH,DFND,2,90454,0,0,
BLACKROCK CAPITAL INVESTMENT,CMN,092533108,445,47302,SH,DFND,1,47302,0,0,
BLACKROCK CAPITAL INVESTMENT,CMN,092533108,107,11343,SH,DFND,2,11343,0,0,
BLACKROCK CORE BD TR,CMN,09249E101,638,47654,SH,DFND,1,41059,0,6595,
BLACKROCK CORPOR HI YLD FD I,CMN,09255P107,133,13302,SH,DFND,1,13302,0,0,
BLACKROCK CR ALLCTN INC TR,CMN,092508100,195,15555,SH,DFND,1,15555,0,0,
BLACKROCK ENH CAP & INC FD I,CMN,09256A109,215,15896,SH,DFND,1,5896,0,10000,
BLACKROCK ENHANCED EQT DIV T,CMN,09251A104,130,17259,SH,DFND,1,17259,0,0,
BLACKROCK FLOAT RATE OME STR,CMN,09255X100,280,21452,SH,DFND,1,21452,0,0,
BLACKROCK GLOBAL OPP EQTY TR,CMN,092501105,202,17012,SH,DFND,1,6873,0,10139,
BLACKROCK INC,CMN,09247X101,32389,95101,SH,DFND,1,67636,0,27465,
BLACKROCK INC,CMN,09247X101,26224,77000,SH,DFND,1,77000,0,0,Put
BLACKROCK INC,CMN,09247X101,27212,79900,SH,DFND,1,79900,0,0,Call
BLACKROCK INC,CMN,09247X101,77734,228246,SH,DFND,2,228071,0,175,
BLACKROCK INC,CMN,09247X101,507,1489,SH,DFND,5,1059,0,430,
BLACKROCK INC,CMN,09247X101,2208,6483,SH,DFND,6,6483,0,0,
BLACKROCK INTL GRWTH & INC T,CMN,092524107,65,10995,SH,DFND,1,10995,0,0,
BLACKROCK RES & COMM STRAT T,CMN,09257A108,101,13952,SH,DFND,1,13952,0,0,
BLACKSTONE GROUP L P,CMN,09253U108,158449,5648818,SH,DFND,1,5217521,0,431297,
BLACKSTONE GROUP L P,CMN,09253U108,25427,906500,SH,DFND,1,906500,0,0,Put
BLACKSTONE GROUP L P,CMN,09253U108,46849,1670200,SH,DFND,1,1670200,0,0,Call
BLACKSTONE GROUP L P,CMN,09253U108,421,15000,SH,DFND,3,0,0,15000,
BLACKSTONE MTG TR INC,CMN,09257W100,39982,1488523,SH,DFND,1,1488523,0,0,
BLACKSTONE MTG TR INC,CMN,09257W100,71186,2650246,SH,DFND,2,2516803,0,133443,
BLDRS INDEX FDS TR,CMN,09348R201,1170,59575,SH,DFND,1,59575,0,0,
BLDRS INDEX FDS TR,CMN,09348R300,676,21823,SH,DFND,1,21823,0,0,
BLOCK H & R INC,CMN,093671105,26414,999771,SH,DFND,1,999771,0,0,
BLOCK H & R INC,CMN,093671105,798,30200,SH,DFND,1,30200,0,0,Call
BLOCK H & R INC,CMN,093671105,470,17800,SH,DFND,1,17800,0,0,Put
BLOCK H & R INC,CMN,093671105,7494,283644,SH,DFND,2,275100,0,8544,
BLOCK H & R INC,CMN,093671105,960,36327,SH,DFND,6,36327,0,0,
BLOOMIN BRANDS INC,CMN,094235108,28847,1709981,SH,DFND,1,1709981,0,0,
BLOOMIN BRANDS INC,CMN,094235108,19086,1131351,SH,DFND,2,1131351,0,0,
BLOUNT INTL INC NEW,CMN,095180105,258,25811,SH,DFND,1,25811,0,0,
BLOUNT INTL INC NEW,CMN,095180105,418,41876,SH,DFND,2,41876,0,0,
BLUCORA INC,CMN,095229100,159,30741,SH,DFND,1,30741,0,0,
BLUCORA INC,CMN,095229100,710,137691,SH,DFND,2,137691,0,0,
BLUE BUFFALO PET PRODS INC,CMN,09531U102,11845,461617,SH,DFND,1,461617,0,0,
BLUE BUFFALO PET PRODS INC,CMN,09531U102,36,1400,SH,DFND,1,1400,0,0,Put
BLUE BUFFALO PET PRODS INC,CMN,09531U102,131,5100,SH,DFND,1,5100,0,0,Call
BLUE BUFFALO PET PRODS INC,CMN,09531U102,112055,4366932,SH,DFND,2,4222316,0,144616,
BLUE BUFFALO PET PRODS INC,CMN,09531U102,296,11533,SH,OTR,"6,2",0,11533,0,
BLUE HILLS BANCORP INC,CMN,095573101,144,10552,SH,DFND,1,10552,0,0,
BLUE NILE INC,CMN,09578R103,227,8837,SH,DFND,1,8837,0,0,
BLUE NILE INC,CMN,09578R103,46,1800,SH,DFND,1,1800,0,0,Put
BLUE NILE INC,CMN,09578R103,54,2100,SH,DFND,1,2100,0,0,Call
BLUEBIRD BIO INC,CMN,09609G100,16546,389321,SH,DFND,1,389321,0,0,
BLUEBIRD BIO INC,CMN,09609G100,786,18500,SH,DFND,1,18500,0,0,Call
BLUEBIRD BIO INC,CMN,09609G100,724,17039,SH,DFND,2,17039,0,0,
BLUELINX HLDGS INC,CMN,09624H109,18,29740,SH,DFND,1,29740,0,0,
BLUEPRINT MEDICINES CORP,CMN,09627Y109,853,47238,SH,DFND,1,47238,0,0,
BLUEPRINT MEDICINES CORP,CMN,09627Y109,5415,300000,SH,DFND,1,300000,0,0,Call
BMC STK HLDGS INC,CMN,05591B109,2553,153617,SH,DFND,1,153617,0,0,
BNC BANCORP,CMN,05566T101,16571,784614,SH,DFND,2,740046,0,44568,
BOARDWALK PIPELINE PARTNERS,CMN,096627104,81128,5503966,SH,DFND,1,5503966,0,0,
BOARDWALK PIPELINE PARTNERS,CMN,096627104,5454,370000,SH,DFND,1,370000,0,0,Call
BOB EVANS FARMS INC,CMN,096761101,1248,26726,SH,DFND,1,26726,0,0,
BOB EVANS FARMS INC,CMN,096761101,89,1900,SH,DFND,1,1900,0,0,Call
BOB EVANS FARMS INC,CMN,096761101,8163,174841,SH,DFND,2,174841,0,0,
BOEING CO,CMN,097023105,184764,1455519,SH,DFND,1,1394491,0,61028,
BOEING CO,CMN,097023105,100156,789000,SH,DFND,1,789000,0,0,Call
BOEING CO,CMN,097023105,160287,1262700,SH,DFND,1,1262700,0,0,Put
BOEING CO,CMN,097023105,165784,1306006,SH,DFND,2,1282941,0,23065,
BOEING CO,CMN,097023105,3727,29362,SH,DFND,6,29362,0,0,
BOEING CO,CMN,097023105,381,3003,SH,OTR,"6,2",0,3003,0,
BOFI HLDG INC,CMN,05566U108,1764,82681,SH,DFND,1,82681,0,0,
BOFI HLDG INC,CMN,05566U108,393,18400,SH,DFND,1,18400,0,0,Call
BOFI HLDG INC,CMN,05566U108,201,9400,SH,DFND,1,9400,0,0,Put
BOFI HLDG INC,CMN,05566U108,1522,71328,SH,DFND,2,71328,0,0,
BOINGO WIRELESS INC,CMN,09739C102,199,25764,SH,DFND,1,25764,0,0,
BOK FINL CORP,CMN,05561Q201,10918,199889,SH,DFND,1,199889,0,0,
BOK FINL CORP,CMN,05561Q201,11,200,SH,DFND,1,200,0,0,Put
BOK FINL CORP,CMN,05561Q201,16,300,SH,DFND,1,300,0,0,Call
BOK FINL CORP,CMN,05561Q201,843,15437,SH,DFND,2,15437,0,0,
BOK FINL CORP,CMN,05561Q201,342,6269,SH,DFND,6,6269,0,0,
BON-TON STORES INC,CMN,09776J101,224,98561,SH,DFND,1,98561,0,0,
BON-TON STORES INC,CMN,09776J101,6,2600,SH,DFND,1,2600,0,0,Put
BONA FILM GROUP LTD,CMN,09777B107,242,17842,SH,DFND,1,17842,0,0,
BONANZA CREEK ENERGY INC,CMN,097793103,953,599683,SH,DFND,1,599683,0,0,
BONANZA CREEK ENERGY INC,CMN,097793103,47,29700,SH,DFND,1,29700,0,0,Call
BONANZA CREEK ENERGY INC,CMN,097793103,211,132400,SH,DFND,1,132400,0,0,Put
BOOT BARN HLDGS INC,CMN,099406100,97,10291,SH,DFND,1,10291,0,0,
BOOT BARN HLDGS INC,CMN,099406100,18046,1919826,SH,DFND,2,1810921,0,108905,
BOOZ ALLEN HAMILTON HLDG COR,CMN,099502106,5592,184686,SH,DFND,1,184686,0,0,
BOOZ ALLEN HAMILTON HLDG COR,CMN,099502106,3785,125011,SH,DFND,2,125011,0,0,
BORGWARNER INC,CMN,099724106,43555,1134233,SH,DFND,1,1083423,0,50810,
BORGWARNER INC,CMN,099724106,226587,5900694,SH,DFND,2,4964011,0,936683,
BORGWARNER INC,CMN,099724106,774,20145,SH,DFND,3,0,0,20145,
BORGWARNER INC,CMN,099724106,444,11551,SH,DFND,4,0,0,11551,
