nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,otherManager,Sole,Shared,None,putCall
ABERCROMBIE & FITCH CO,CMN,002896207,3110,98620,SH,DFND,2,98620,0,0,
ABILITY INC,CMN,G8789K108,653,106259,SH,DFND,3,106259,0,0,
ABIOMED INC,CMN,003654100,24694,260461,SH,DFND,1,260461,0,0,
ABIOMED INC,CMN,003654100,18962,200000,SH,DFND,1,200000,0,0,Call
ABIOMED INC,CMN,003654100,23978,252911,SH,DFND,2,252911,0,0,
ABM INDS INC,CMN,000957100,4744,146822,SH,DFND,1,146822,0,0,
ABM INDS INC,CMN,000957100,62046,1920335,SH,DFND,2,1814737,0,105598,
ABRAXAS PETE CORP,CMN,003830106,38,37991,SH,DFND,1,37991,0,0,
ACACIA RESH CORP,CMN,003881307,466,122846,SH,DFND,1,122846,0,0,
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,28114,510151,SH,DFND,1,510151,0,0,
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,1378,25000,SH,DFND,1,25000,0,0,Put
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,30652,556188,SH,DFND,2,556188,0,0,
ACADIA PHARMACEUTICALS INC,CMN,004225108,7592,271518,SH,DFND,1,271518,0,0,
ACADIA PHARMACEUTICALS INC,CMN,004225108,1957,70000,SH,DFND,1,70000,0,0,Put
ACADIA PHARMACEUTICALS INC,CMN,004225108,11128,398000,SH,DFND,1,398000,0,0,Call
ACADIA PHARMACEUTICALS INC,CMN,004225108,916,32750,SH,DFND,2,32750,0,0,
ACADIA RLTY TR,CMN,004239109,4703,133863,SH,DFND,1,133863,0,0,
ACADIA RLTY TR,CMN,004239109,106087,3019836,SH,DFND,2,2859489,0,160347,
ACADIA RLTY TR,CMN,004239109,403,11476,SH,DFND,6,11476,0,0,
ACCELERATE DIAGNOSTICS INC,CMN,00430H102,166,11556,SH,DFND,1,11556,0,0,
ACCELERATE DIAGNOSTICS INC,CMN,00430H102,359,25000,SH,DFND,1,25000,0,0,Call
ACCELERON PHARMA INC,CMN,00434H108,4445,168436,SH,DFND,1,168436,0,0,
ACCELERON PHARMA INC,CMN,00434H108,1188,45000,SH,DFND,1,45000,0,0,Call
ACCELERON PHARMA INC,CMN,00434H108,5146,195000,SH,DFND,1,195000,0,0,Put
ACCELERON PHARMA INC,CMN,00434H108,1290,48891,SH,DFND,2,48891,0,0,
ACCENTURE PLC IRELAND,CMN,G1151C101,231563,2006616,SH,DFND,1,1911327,0,95289,
ACCENTURE PLC IRELAND,CMN,G1151C101,10040,87000,SH,DFND,1,87000,0,0,Put
ACCENTURE PLC IRELAND,CMN,G1151C101,16802,145600,SH,DFND,1,145600,0,0,Call
ACCENTURE PLC IRELAND,CMN,G1151C101,118376,1025792,SH,DFND,2,1010212,0,15580,
ACCENTURE PLC IRELAND,CMN,G1151C101,2520,21836,SH,DFND,6,21836,0,0,
ACCENTURE PLC IRELAND,CMN,G1151C101,764,6619,SH,OTR,"6,2",0,6619,0,
ACCO BRANDS CORP,CMN,00081T108,655,72958,SH,DFND,1,72958,0,0,
ACCO BRANDS CORP,CMN,00081T108,639,71176,SH,DFND,2,71176,0,0,
ACCO BRANDS CORP,CMN,00081T108,346,38572,SH,DFND,6,38572,0,0,
ACCURAY INC,CMN,004397105,1720,297582,SH,DFND,1,297582,0,0,
ACCURIDE CORP NEW,CMN,00439T206,90,58049,SH,DFND,1,58049,0,0,
ACELRX PHARMACEUTICALS INC,CMN,00444T100,181,58873,SH,DFND,1,58873,0,0,
ACETO CORP,CMN,004446100,839,35628,SH,DFND,1,35628,0,0,
ACETO CORP,CMN,004446100,290,12298,SH,DFND,2,12298,0,0,
ACHAOGEN INC,CMN,004449104,73,26498,SH,DFND,1,26498,0,0,
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,11370,1472747,SH,DFND,1,1472747,0,0,
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,77,10000,SH,DFND,1,10000,0,0,Put
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,1277,165400,SH,DFND,1,165400,0,0,Call
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,8629,1117747,SH,DFND,2,1117747,0,0,
ACI WORLDWIDE INC,CMN,004498101,1218,58591,SH,DFND,1,58591,0,0,
ACI WORLDWIDE INC,CMN,004498101,2469,118739,SH,DFND,2,118739,0,0,
ACORDA THERAPEUTICS INC,CMN,00484M106,6250,236307,SH,DFND,1,236307,0,0,
ACORDA THERAPEUTICS INC,CNV,00484MAA4,17,19000,PRN,DFND,1,19000,0,0,
ACORDA THERAPEUTICS INC,CMN,00484M106,2645,100000,SH,DFND,1,100000,0,0,Put
ACORDA THERAPEUTICS INC,CMN,00484M106,1279,48373,SH,DFND,2,48373,0,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,71645,2117174,SH,DFND,1,2117174,0,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,9022,266600,SH,DFND,1,266600,0,0,Call
ACTIVISION BLIZZARD INC,CMN,00507V109,9299,274800,SH,DFND,1,274800,0,0,Put
ACTIVISION BLIZZARD INC,CMN,00507V109,31462,929733,SH,DFND,2,879010,0,50723,
ACTIVISION BLIZZARD INC,CMN,00507V109,359,10616,SH,DFND,6,10616,0,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,523,15462,SH,DFND,7,15462,0,0,
ACTUA CORP,CMN,005094107,227,25097,SH,DFND,1,25097,0,0,
ACTUANT CORP,CMN,00508X203,4895,198082,SH,DFND,1,198082,0,0,
ACTUANT CORP,CMN,00508X203,22,900,SH,DFND,1,900,0,0,Put
ACTUANT CORP,CMN,00508X203,574,23236,SH,DFND,2,23236,0,0,
ACUITY BRANDS INC,CMN,00508Y102,49576,227268,SH,DFND,1,226403,0,865,
ACUITY BRANDS INC,CMN,00508Y102,11061,50707,SH,DFND,2,49685,0,1022,
ACXIOM CORP,CMN,005125109,538,25102,SH,DFND,1,25102,0,0,
ACXIOM CORP,CMN,005125109,32,1500,SH,DFND,1,1500,0,0,Put
ACXIOM CORP,CMN,005125109,13,600,SH,DFND,1,600,0,0,Call
ACXIOM CORP,CMN,005125109,588,27440,SH,DFND,2,27440,0,0,
ACXIOM CORP,CMN,005125109,290,13527,SH,DFND,6,13527,0,0,
ADCARE HEALTH SYSTEMS INC,CMN,00650W300,2622,1130034,SH,DFND,1,1130034,0,0,
ADECOAGRO S A,CMN,L00849106,1201,104002,SH,DFND,1,104002,0,0,
ADEPTUS HEALTH INC,CMN,006855100,214,3851,SH,DFND,1,3851,0,0,
ADEPTUS HEALTH INC,CMN,006855100,58124,1046531,SH,DFND,2,1023833,0,22698,
ADEPTUS HEALTH INC,CMN,006855100,101,1813,SH,OTR,"6,2",0,1813,0,
ADOBE SYS INC,CMN,00724F101,64264,685122,SH,DFND,1,683308,0,1814,
ADOBE SYS INC,CMN,00724F101,26761,285300,SH,DFND,1,285300,0,0,Put
ADOBE SYS INC,CMN,00724F101,33918,361600,SH,DFND,1,361600,0,0,Call
ADOBE SYS INC,CMN,00724F101,98472,1049809,SH,DFND,2,1012875,0,36934,
ADOBE SYS INC,CMN,00724F101,2522,26890,SH,DFND,6,26890,0,0,
ADOBE SYS INC,CMN,00724F101,1057,11272,SH,OTR,"6,2",0,11272,0,
ADTRAN INC,CMN,00738A106,3419,169069,SH,DFND,1,169069,0,0,
ADTRAN INC,CMN,00738A106,372,18400,SH,DFND,1,18400,0,0,Put
ADTRAN INC,CMN,00738A106,558,27600,SH,DFND,1,27600,0,0,Call
ADTRAN INC,CMN,00738A106,215,10631,SH,DFND,2,10631,0,0,
ADURO BIOTECH INC,CMN,00739L101,617,48189,SH,DFND,1,48189,0,0,
ADVANCE AUTO PARTS INC,CMN,00751Y106,24602,153439,SH,DFND,1,153429,0,10,
ADVANCE AUTO PARTS INC,CMN,00751Y106,3944,24600,SH,DFND,1,24600,0,0,Call
ADVANCE AUTO PARTS INC,CMN,00751Y106,1363,8500,SH,DFND,1,8500,0,0,Put
ADVANCE AUTO PARTS INC,CMN,00751Y106,147845,922074,SH,DFND,2,891426,0,30648,
ADVANCE AUTO PARTS INC,CMN,00751Y106,392,2445,SH,DFND,6,2445,0,0,
ADVANCE AUTO PARTS INC,CMN,00751Y106,1338,8347,SH,OTR,"6,2",0,8347,0,
ADVANCED DRAIN SYS INC DEL,CMN,00790R104,649,30492,SH,DFND,1,30492,0,0,
ADVANCED ENERGY INDS,CMN,007973100,4344,124856,SH,DFND,1,124856,0,0,
ADVANCED ENERGY INDS,CMN,007973100,10306,296244,SH,DFND,2,296244,0,0,
ADVANCED MICRO DEVICES INC,CMN,007903107,2006,703947,SH,DFND,1,703947,0,0,
ADVANCED MICRO DEVICES INC,CMN,007903107,1298,455600,SH,DFND,1,455600,0,0,Call
ADVANCED MICRO DEVICES INC,CMN,007903107,3283,1151800,SH,DFND,1,1151800,0,0,Put
ADVANCED MICRO DEVICES INC,CMN,007903107,81,28479,SH,DFND,2,28479,0,0,
ADVANCED SEMICONDUCTOR ENGR,CMN,00756M404,404,69121,SH,DFND,1,69121,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,260,47400,SH,DFND,2,47400,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,90,16391,SH,DFND,3,16391,0,0,
ADVAXIS INC,CMN,007624208,113,12471,SH,DFND,1,12471,0,0,
ADVISORSHARES TR,CMN,00768Y826,566,20483,SH,DFND,1,20483,0,0,
ADVISORY BRD CO,CMN,00762W107,1247,38679,SH,DFND,1,38679,0,0,
AECOM,CMN,00766T100,5534,179726,SH,DFND,1,179726,0,0,
AECOM,CMN,00766T100,234,7600,SH,DFND,1,7600,0,0,Call
AECOM,CMN,00766T100,114,3700,SH,DFND,1,3700,0,0,Put
AECOM,CMN,00766T100,3166,102822,SH,DFND,2,102822,0,0,
AEGEAN MARINE PETROLEUM NETW,CMN,Y0017S102,655,86527,SH,DFND,1,86527,0,0,
AEGERION PHARMACEUTICALS INC,CMN,00767E102,1028,277866,SH,DFND,1,277866,0,0,
AEGERION PHARMACEUTICALS INC,CMN,00767E102,62,16825,SH,DFND,2,16825,0,0,
AEGION CORP,CMN,00770F104,297,14101,SH,DFND,1,8506,0,5595,
AEGION CORP,CMN,00770F104,4424,209775,SH,DFND,2,209775,0,0,
AEGON N V,CMN,007924103,69,12515,SH,DFND,1,10457,0,2058,
AEGON N V,CMN,007924103,3432,623922,SH,DFND,2,623922,0,0,
AEGON N V,CMN,007924103,140,25375,SH,DFND,6,25375,0,0,
AEMETIS INC,CMN,00770K202,67,32938,SH,DFND,1,32938,0,0,
AEP INDS INC,CMN,001031103,316,4792,SH,DFND,1,4792,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,64069,1652957,SH,DFND,1,1652957,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,10822,279200,SH,DFND,1,279200,0,0,Call
AERCAP HOLDINGS NV,CMN,N00985106,12523,323100,SH,DFND,1,323100,0,0,Put
AERCAP HOLDINGS NV,CMN,N00985106,4524,116729,SH,DFND,2,116729,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,275,7090,SH,DFND,3,7090,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,246,6340,SH,DFND,6,6340,0,0,
AERIE PHARMACEUTICALS INC,CMN,00771V108,5119,420961,SH,DFND,1,420961,0,0,
AERIE PHARMACEUTICALS INC,CMN,00771V108,604,49700,SH,DFND,1,49700,0,0,Put
AERIE PHARMACEUTICALS INC,CMN,00771V108,604,49700,SH,DFND,1,49700,0,0,Call
AEROHIVE NETWORKS INC,CMN,007786106,123,24623,SH,DFND,1,14623,0,10000,
AEROJET ROCKETDYNE HLDGS INC,CMN,007800105,616,37612,SH,DFND,1,37612,0,0,
AEROPOSTALE,CMN,007865108,18,88686,SH,DFND,1,88686,0,0,
AEROPOSTALE,CMN,007865108,5,23500,SH,DFND,1,23500,0,0,Call
AEROPOSTALE,CMN,007865108,1,5200,SH,DFND,1,5200,0,0,Put
AEROVIRONMENT INC,CMN,008073108,17437,615713,SH,DFND,2,615713,0,0,
AES CORP,CMN,00130H105,51334,4350327,SH,DFND,1,3406058,0,944269,
AES CORP,CMN,00130H105,28,2400,SH,DFND,1,2400,0,0,Put
AES CORP,CMN,00130H105,282,23900,SH,DFND,1,23900,0,0,Call
AES CORP,CMN,00130H105,30363,2573126,SH,DFND,2,2287231,0,285895,
AES CORP,CMN,00130H105,1041,88219,SH,DFND,6,88219,0,0,
AES CORP,CMN,00130H105,951,80630,SH,OTR,"6,2",0,80630,0,
AETNA INC NEW,CMN,00817Y108,91182,811588,SH,DFND,1,807649,0,3939,
AETNA INC NEW,CMN,00817Y108,6719,59800,SH,DFND,1,59800,0,0,Put
AETNA INC NEW,CMN,00817Y108,5808,51700,SH,DFND,1,51700,0,0,Call
AETNA INC NEW,CMN,00817Y108,166385,1480954,SH,DFND,2,1434678,0,46276,
AETNA INC NEW,CMN,00817Y108,2268,20185,SH,DFND,6,20185,0,0,
AETNA INC NEW,CMN,00817Y108,3158,28109,SH,OTR,"6,2",0,28109,0,
AFFILIATED MANAGERS GROUP,CMN,008252108,15877,97766,SH,DFND,1,55086,0,42680,
AFFILIATED MANAGERS GROUP,CMN,008252108,65,400,SH,DFND,1,400,0,0,Put
AFFILIATED MANAGERS GROUP,CMN,008252108,260,1600,SH,DFND,1,1600,0,0,Call
AFFILIATED MANAGERS GROUP,CMN,008252108,173708,1069633,SH,DFND,2,1005010,0,64623,
AFFILIATED MANAGERS GROUP,CMN,008252108,49107,302382,SH,DFND,3,0,0,302382,
AFFILIATED MANAGERS GROUP,CMN,008252108,2565,15794,SH,DFND,4,0,0,15794,
AFFILIATED MANAGERS GROUP,CMN,008252108,273,1683,SH,DFND,6,1683,0,0,
AFFILIATED MANAGERS GROUP,CMN,008252108,642,3954,SH,OTR,"6,2",0,3954,0,
AFFIMED N V,CMN,N01045108,59,15852,SH,DFND,1,15852,0,0,
AFFYMETRIX INC,CMN,00826T108,1455,103837,SH,DFND,1,103837,0,0,
AFFYMETRIX INC,CMN,00826T108,214,15307,SH,DFND,2,15307,0,0,
AFLAC INC,CMN,001055102,64801,1026304,SH,DFND,1,1016575,0,9729,
AFLAC INC,CMN,001055102,1768,28000,SH,DFND,1,28000,0,0,Put
AFLAC INC,CMN,001055102,6990,110700,SH,DFND,1,110700,0,0,Call
AFLAC INC,CMN,001055102,27622,437474,SH,DFND,2,433453,0,4021,
AFLAC INC,CMN,001055102,1512,23951,SH,DFND,6,23951,0,0,
AG MTG INVT TR INC,CMN,001228105,267,20415,SH,DFND,1,20415,0,0,
AG MTG INVT TR INC,CMN,001228105,608,46522,SH,DFND,2,46522,0,0,
AGCO CORP,CMN,001084102,28635,576151,SH,DFND,1,575751,0,400,
AGCO CORP,CMN,001084102,268,5400,SH,DFND,1,5400,0,0,Call
AGCO CORP,CMN,001084102,452,9100,SH,DFND,1,9100,0,0,Put
AGCO CORP,CMN,001084102,3424,68893,SH,DFND,2,65159,0,3734,
AGCO CORP,CMN,001084102,228,4594,SH,DFND,6,4594,0,0,
AGENUS INC,CMN,00847G705,206,49483,SH,DFND,1,49483,0,0,
AGILENT TECHNOLOGIES INC,CMN,00846U101,81040,2033618,SH,DFND,1,2028546,0,5072,
AGILENT TECHNOLOGIES INC,CMN,00846U101,155,3900,SH,DFND,1,3900,0,0,Call
AGILENT TECHNOLOGIES INC,CMN,00846U101,343,8600,SH,DFND,1,8600,0,0,Put
AGILENT TECHNOLOGIES INC,CMN,00846U101,110126,2763508,SH,DFND,2,2617605,0,145903,
AGILENT TECHNOLOGIES INC,CMN,00846U101,421,10575,SH,DFND,6,10575,0,0,
AGILENT TECHNOLOGIES INC,CMN,00846U101,263,6601,SH,OTR,"6,2",0,6601,0,
AGILYSYS INC,CMN,00847J105,188,18446,SH,DFND,1,18446,0,0,
AGIOS PHARMACEUTICALS INC,CMN,00847X104,1095,26975,SH,DFND,1,26975,0,0,
AGIOS PHARMACEUTICALS INC,CMN,00847X104,524,12918,SH,DFND,2,12918,0,0,
AGL RES INC,CMN,001204106,48805,749231,SH,DFND,1,748821,0,410,
AGL RES INC,CMN,001204106,5416,83144,SH,DFND,2,83144,0,0,
AGNICO EAGLE MINES LTD,CMN,008474108,3626,100289,SH,DFND,1,100289,0,0,
AGNICO EAGLE MINES LTD,CMN,008474108,5637,155900,SH,DFND,1,155900,0,0,Call
AGNICO EAGLE MINES LTD,CMN,008474108,6216,171900,SH,DFND,1,171900,0,0,Put
AGNICO EAGLE MINES LTD,CMN,008474108,4335,119876,SH,DFND,2,119237,0,639,
AGNICO EAGLE MINES LTD,CMN,008474108,16966,469179,SH,DFND,3,469179,0,0,
AGREE REALTY CORP,CMN,008492100,596,15483,SH,DFND,1,15483,0,0,
AGRIUM INC,CMN,008916108,2138,24215,SH,DFND,1,24215,0,0,
AGRIUM INC,CMN,008916108,1033,11700,SH,DFND,1,11700,0,0,Call
AGRIUM INC,CMN,008916108,715,8100,SH,DFND,1,8100,0,0,Put
AGRIUM INC,CMN,008916108,5583,63238,SH,DFND,2,62887,0,351,
AGRIUM INC,CMN,008916108,30789,348727,SH,DFND,3,348727,0,0,
AGROFRESH SOLUTIONS,CMN,00856G109,390,60970,SH,DFND,1,60970,0,0,
AIMMUNE THERAPEUTICS INC,CMN,00900T107,212,15639,SH,DFND,1,15639,0,0,
AIR LEASE CORP,CMN,00912X302,1520,47311,SH,DFND,1,47311,0,0,
AIR LEASE CORP,CMN,00912X302,80,2500,SH,DFND,1,2500,0,0,Call
AIR LEASE CORP,CMN,00912X302,39,1200,SH,DFND,1,1200,0,0,Put
AIR LEASE CORP,CMN,00912X302,1608,50073,SH,DFND,2,50073,0,0,
AIR LEASE CORP,CMN,00912X302,426,13276,SH,DFND,6,13276,0,0,
AIR METHODS CORP,CMN,009128307,2640,72896,SH,DFND,1,72896,0,0,
AIR METHODS CORP,CMN,009128307,290,8000,SH,DFND,1,8000,0,0,Put
AIR METHODS CORP,CMN,009128307,1405,38800,SH,DFND,1,38800,0,0,Call
AIR METHODS CORP,CMN,009128307,69033,1905926,SH,DFND,2,1849108,0,56818,
AIR METHODS CORP,CMN,009128307,552,15241,SH,DFND,6,15241,0,0,
AIR PRODS & CHEMS INC,CMN,009158106,166618,1156668,SH,DFND,1,1143168,0,13500,
AIR PRODS & CHEMS INC,CMN,009158106,634,4400,SH,DFND,1,4400,0,0,Call
AIR PRODS & CHEMS INC,CMN,009158106,23423,162600,SH,DFND,1,162600,0,0,Put
AIR PRODS & CHEMS INC,CMN,009158106,40827,283423,SH,DFND,2,269716,0,13707,
AIR PRODS & CHEMS INC,CMN,009158106,1045,7256,SH,DFND,6,7256,0,0,
AIR PRODS & CHEMS INC,CMN,009158106,901,6258,SH,OTR,"6,2",0,6258,0,
AIR TRANSPORT SERVICES GRP I,CMN,00922R105,448,29133,SH,DFND,1,29133,0,0,
AIR TRANSPORT SERVICES GRP I,CMN,00922R105,237,15419,SH,DFND,2,15419,0,0,
AIRCASTLE LTD,CMN,G0129K104,871,39179,SH,DFND,1,39179,0,0,
AIRCASTLE LTD,CMN,G0129K104,463,20823,SH,DFND,6,20823,0,0,
AIRGAS INC,CMN,009363102,347193,2451232,SH,DFND,1,2451232,0,0,
AIRGAS INC,CMN,009363102,6949,49064,SH,DFND,2,48373,0,691,
AIRGAS INC,CMN,009363102,373,2635,SH,DFND,6,2635,0,0,
AIRMEDIA GROUP INC,CMN,009411109,1926,343916,SH,DFND,1,343916,0,0,
AIXTRON SE,CMN,009606104,1356,279656,SH,DFND,1,279656,0,0,
AK STL HLDG CORP,CMN,001547108,126,30539,SH,DFND,1,30539,0,0,
AK STL HLDG CORP,CMN,001547108,451,109100,SH,DFND,1,109100,0,0,Put
AK STL HLDG CORP,CMN,001547108,1359,329000,SH,DFND,1,329000,0,0,Call
AK STL HLDG CORP,CMN,001547108,336,81371,SH,DFND,2,81371,0,0,
AKAMAI TECHNOLOGIES INC,CNV,00971TAG6,661,677000,PRN,DFND,1,677000,0,0,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,38781,697868,SH,DFND,1,697868,0,0,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,2595,46700,SH,DFND,1,46700,0,0,Call
AKAMAI TECHNOLOGIES INC,CMN,00971T101,3323,59800,SH,DFND,1,59800,0,0,Put
AKAMAI TECHNOLOGIES INC,CMN,00971T101,6206,111684,SH,DFND,2,110776,0,908,
AKEBIA THERAPEUTICS INC,CMN,00972D105,128,14227,SH,DFND,1,14227,0,0,
AKERS BIOSCIENCES INC,CMN,00973E102,22,13336,SH,DFND,1,13336,0,0,
AKORN INC,CMN,009728106,5787,245961,SH,DFND,1,245961,0,0,
AKORN INC,CMN,009728106,572,24300,SH,DFND,1,24300,0,0,Call
AKORN INC,CMN,009728106,1246,52962,SH,DFND,2,52962,0,0,
ALAMO GROUP INC,CMN,011311107,7718,138547,SH,DFND,2,130658,0,7889,
ALAMOS GOLD INC NEW,CMN,011532108,98,18554,SH,DFND,1,18554,0,0,
ALAMOS GOLD INC NEW,CMN,011532108,102,19222,SH,DFND,2,19222,0,0,
ALAMOS GOLD INC NEW,CMN,011532108,270,50950,SH,DFND,3,50950,0,0,
ALARM COM HLDGS INC,CMN,011642105,385,16252,SH,DFND,1,16252,0,0,
ALASKA AIR GROUP INC,CMN,011659109,42469,517784,SH,DFND,1,517784,0,0,
ALASKA AIR GROUP INC,CMN,011659109,2370,28900,SH,DFND,1,28900,0,0,Put
ALASKA AIR GROUP INC,CMN,011659109,1558,19000,SH,DFND,1,19000,0,0,Call
ALASKA AIR GROUP INC,CMN,011659109,21524,262423,SH,DFND,2,178400,0,84023,
