nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,otherManager,Sole,Shared,None,putCall
ABBVIE INC,CMN,00287Y109,841,16363,SH,DFND,3,15175,0,1188,
ABBVIE INC,CMN,00287Y109,1750,34042,SH,OTR,"6,2",0,34042,0,
ABBVIE INC,CMN,00287Y109,267,5198,SH,DFND,7,5198,0,0,
ABERCROMBIE & FITCH CO,CMN,002896207,18537,481483,SH,DFND,1,480418,0,1065,
ABERCROMBIE & FITCH CO,CMN,002896207,9925,257800,SH,DFND,1,257800,0,0,Call
ABERCROMBIE & FITCH CO,CMN,002896207,9929,257900,SH,DFND,1,257900,0,0,Put
ABERCROMBIE & FITCH CO,CMN,002896207,1152,29931,SH,DFND,2,29931,0,0,
ABIOMED INC,CMN,003654100,1294,49698,SH,DFND,1,49698,0,0,
ABIOMED INC,CMN,003654100,848,32568,SH,DFND,2,32568,0,0,
ABM INDS INC,CMN,000957100,233,8097,SH,DFND,1,8097,0,0,
ABM INDS INC,CMN,000957100,118,4100,SH,DFND,1,4100,0,0,Call
ABM INDS INC,CMN,000957100,1042,36251,SH,DFND,2,36251,0,0,
ABRAXAS PETE CORP,CMN,003830106,63,15900,SH,DFND,1,15900,0,0,
ACACIA RESH CORP,CMN,003881307,343,22468,SH,DFND,1,22468,0,0,
ACACIA RESH CORP,CMN,003881307,458,30000,SH,DFND,1,30000,0,0,Call
ACACIA RESH CORP,CMN,003881307,458,30000,SH,DFND,1,30000,0,0,Put
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,963,21337,SH,DFND,1,21337,0,0,
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,18524,410547,SH,DFND,2,410547,0,0,
ACADIA PHARMACEUTICALS INC,CMN,004225108,6948,285583,SH,DFND,1,285583,0,0,
ACADIA PHARMACEUTICALS INC,CMN,004225108,76615,3149000,SH,DFND,1,3149000,0,0,Call
ACADIA PHARMACEUTICALS INC,CMN,004225108,294,12097,SH,DFND,2,12097,0,0,
ACADIA RLTY TR,CMN,004239109,3157,119664,SH,DFND,1,117526,0,2138,
ACADIA RLTY TR,CMN,004239109,63327,2400579,SH,DFND,2,2256597,0,143982,
ACADIA RLTY TR,CMN,004239109,3,132,SH,OTR,"6,2",0,132,0,
ACCELERATE DIAGNOSTICS INC,CMN,00430H102,4601,210963,SH,DFND,1,210963,0,0,
ACCELRYS INC,CMN,00430U103,1005,80671,SH,DFND,1,80671,0,0,
ACCELRYS INC,CMN,00430U103,463,37158,SH,DFND,2,37158,0,0,
ACCENTURE PLC IRELAND,CMN,G1151C101,119767,1502340,SH,DFND,1,1379073,0,123267,
ACCENTURE PLC IRELAND,CMN,G1151C101,36017,451800,SH,DFND,1,451800,0,0,Call
ACCENTURE PLC IRELAND,CMN,G1151C101,29305,367600,SH,DFND,1,367600,0,0,Put
ACCENTURE PLC IRELAND,CMN,G1151C101,56005,702516,SH,DFND,2,699996,0,2520,
ACCENTURE PLC IRELAND,CMN,G1151C101,703,8821,SH,DFND,3,1,0,8820,
ACCENTURE PLC IRELAND,CMN,G1151C101,2456,30808,SH,DFND,7,30808,0,0,
ACCESS MIDSTREAM PARTNERS L,CMN,00434L109,15019,260974,SH,DFND,1,95259,0,165715,
ACCESS MIDSTREAM PARTNERS L,CMN,00434L109,518,9000,SH,DFND,1,9000,0,0,Put
ACCESS MIDSTREAM PARTNERS L,CMN,00434L109,490555,8523975,SH,DFND,2,8523975,0,0,
ACCO BRANDS CORP,CMN,00081T108,362,58767,SH,DFND,1,58767,0,0,
ACCO BRANDS CORP,CMN,00081T108,391,63436,SH,DFND,2,63436,0,0,
ACCRETIVE HEALTH INC,CMN,00438V103,3347,418418,SH,DFND,1,418418,0,0,
ACCURAY INC,CMN,004397105,9435,982798,SH,DFND,1,982798,0,0,
ACCURAY INC,CNV,004397AB1,7174,6000000,PRN,DFND,1,6000000,0,0,
ACCURAY INC,CMN,004397105,15794,1645200,SH,DFND,1,1645200,0,0,Call
ACCURAY INC,CMN,004397105,16335,1701600,SH,DFND,1,1701600,0,0,Put
ACCURAY INC,CMN,004397105,151,15703,SH,DFND,2,15703,0,0,
ACCURIDE CORP NEW,CMN,00439T206,291,65726,SH,DFND,1,65726,0,0,
ACE LTD,CMN,H0023R105,217446,2195096,SH,DFND,1,2194422,0,674,
ACE LTD,CMN,H0023R105,116802,1179100,SH,DFND,1,1179100,0,0,Call
ACE LTD,CMN,H0023R105,376,3800,SH,DFND,1,3800,0,0,Put
ACE LTD,CMN,H0023R105,22047,222560,SH,DFND,2,220820,0,1740,
ACETO CORP,CMN,004446100,698,34757,SH,DFND,1,34757,0,0,
ACETO CORP,CMN,004446100,226,11268,SH,DFND,2,11268,0,0,
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,1818,552498,SH,DFND,1,552498,0,0,
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,9377,2850000,SH,DFND,1,2850000,0,0,Call
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,6112,1857634,SH,DFND,2,1857634,0,0,
ACI WORLDWIDE INC,CMN,004498101,2950,49837,SH,DFND,1,49837,0,0,
ACI WORLDWIDE INC,CMN,004498101,1965,33198,SH,DFND,2,33198,0,0,
ACORDA THERAPEUTICS INC,CMN,00484M106,3576,94325,SH,DFND,1,93309,0,1016,
ACORDA THERAPEUTICS INC,CMN,00484M106,40226,1061090,SH,DFND,2,1007144,0,53946,
ACORN ENERGY INC,CMN,004848107,39,11434,SH,DFND,1,11434,0,0,
ACTAVIS PLC,CMN,G0083B108,79818,387748,SH,DFND,1,336075,0,51673,
ACTAVIS PLC,CMN,G0083B108,53129,258096,SH,DFND,1,258096,0,0,Put
ACTAVIS PLC,CMN,G0083B108,144297,700980,SH,DFND,1,700980,0,0,Call
ACTAVIS PLC,CMN,G0083B108,193630,940635,SH,DFND,2,924907,0,15728,
ACTAVIS PLC,CMN,G0083B108,739,3589,SH,OTR,"6,2",0,3589,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,32631,1596422,SH,DFND,1,936689,0,659733,
ACTIVISION BLIZZARD INC,CMN,00507V109,2945,144100,SH,DFND,1,144100,0,0,Put
ACTIVISION BLIZZARD INC,CMN,00507V109,3951,193300,SH,DFND,1,193300,0,0,Call
ACTIVISION BLIZZARD INC,CMN,00507V109,8114,396966,SH,DFND,2,382930,0,14036,
ACTIVISION BLIZZARD INC,CMN,00507V109,314,15362,SH,OTR,"6,2",0,15362,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,538,26315,SH,DFND,7,26315,0,0,
ACTUANT CORP,CMN,00508X203,590,17265,SH,DFND,1,15667,0,1598,
ACTUANT CORP,CMN,00508X203,52827,1546912,SH,DFND,2,1462433,0,84479,
ACTUATE CORP,CMN,00508B102,237,39299,SH,DFND,1,39299,0,0,
ACTUATE CORP,CMN,00508B102,1481,245941,SH,DFND,2,245941,0,0,
ACUITY BRANDS INC,CMN,00508Y102,11944,90095,SH,DFND,1,90095,0,0,
ACUITY BRANDS INC,CMN,00508Y102,4779,36049,SH,DFND,2,36049,0,0,
ACURA PHARMACEUTICALS INC,CMN,00509L703,32,22029,SH,DFND,1,22029,0,0,
ACXIOM CORP,CMN,005125109,4000,116300,SH,DFND,1,116300,0,0,
ACXIOM CORP,CMN,005125109,780,22684,SH,DFND,2,22684,0,0,
ADAMIS PHARMACEUTICALS CORP,CMN,00547W208,419,65894,SH,DFND,1,65894,0,0,
ADAMS EXPRESS CO,CMN,006212104,3981,306731,SH,DFND,1,267968,0,38763,
ADOBE SYS INC,CMN,00724F101,67939,1033446,SH,DFND,1,954856,0,78590,
ADOBE SYS INC,CMN,00724F101,19222,292400,SH,DFND,1,292400,0,0,Call
ADOBE SYS INC,CMN,00724F101,28393,431900,SH,DFND,1,431900,0,0,Put
ADOBE SYS INC,CMN,00724F101,168267,2559588,SH,DFND,2,2434308,0,125280,
ADOBE SYS INC,CMN,00724F101,31485,478931,SH,DFND,3,0,0,478931,
ADOBE SYS INC,CMN,00724F101,3073,46745,SH,DFND,4,0,0,46745,
ADOBE SYS INC,CMN,00724F101,1910,29050,SH,OTR,"6,2",0,29050,0,
ADTRAN INC,CMN,00738A106,2836,116177,SH,DFND,1,114918,0,1259,
ADTRAN INC,CMN,00738A106,469,19200,SH,DFND,1,19200,0,0,Call
ADTRAN INC,CMN,00738A106,273,11200,SH,DFND,1,11200,0,0,Put
ADTRAN INC,CMN,00738A106,28908,1184258,SH,DFND,2,1117739,0,66519,
ADVANCE AUTO PARTS INC,CMN,00751Y106,18600,147033,SH,DFND,1,147033,0,0,
ADVANCE AUTO PARTS INC,CMN,00751Y106,1746,13800,SH,DFND,1,13800,0,0,Call
ADVANCE AUTO PARTS INC,CMN,00751Y106,1151,9100,SH,DFND,1,9100,0,0,Put
ADVANCE AUTO PARTS INC,CMN,00751Y106,2355,18619,SH,DFND,2,18619,0,0,
ADVANCED EMISSIONS SOLUTS IN,CMN,00770C101,204,8294,SH,DFND,1,8294,0,0,
ADVANCED ENERGY INDS,CMN,007973100,330,13486,SH,DFND,1,13486,0,0,
ADVANCED ENERGY INDS,CMN,007973100,1929,78730,SH,DFND,2,78730,0,0,
ADVANCED MICRO DEVICES INC,CMN,007903107,9313,2322482,SH,DFND,1,2317125,0,5357,
ADVANCED MICRO DEVICES INC,CMN,007903107,41462,10339600,SH,DFND,1,10339600,0,0,Put
ADVANCED MICRO DEVICES INC,CMN,007903107,14689,3663000,SH,DFND,1,3663000,0,0,Call
ADVANCED MICRO DEVICES INC,CMN,007903107,1094,272899,SH,DFND,2,272899,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,95,19240,SH,DFND,1,19240,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,62,12600,SH,DFND,1,12600,0,0,Call
ADVANTAGE OIL & GAS LTD,CMN,00765F101,45,9200,SH,DFND,1,9200,0,0,Put
ADVANTAGE OIL & GAS LTD,CMN,00765F101,192,39000,SH,DFND,2,39000,0,0,
ADVENT SOFTWARE INC,CMN,007974108,2103,71635,SH,DFND,1,71635,0,0,
ADVENT SOFTWARE INC,CMN,007974108,1874,63841,SH,DFND,2,63841,0,0,
ADVISORY BRD CO,CMN,00762W107,2984,46440,SH,DFND,1,46440,0,0,
AECOM TECHNOLOGY CORP DELAWA,CMN,00766T100,4394,136601,SH,DFND,1,136601,0,0,
AECOM TECHNOLOGY CORP DELAWA,CMN,00766T100,16,500,SH,DFND,1,500,0,0,Call
AECOM TECHNOLOGY CORP DELAWA,CMN,00766T100,113,3500,SH,DFND,1,3500,0,0,Put
AECOM TECHNOLOGY CORP DELAWA,CMN,00766T100,1220,37909,SH,DFND,2,37909,0,0,
AEGERION PHARMACEUTICALS INC,CMN,00767E102,6693,144929,SH,DFND,1,144929,0,0,
AEGERION PHARMACEUTICALS INC,CMN,00767E102,29375,636100,SH,DFND,1,636100,0,0,Put
AEGERION PHARMACEUTICALS INC,CMN,00767E102,16574,358900,SH,DFND,1,358900,0,0,Call
AEGERION PHARMACEUTICALS INC,CMN,00767E102,1713,37100,SH,DFND,2,37100,0,0,
AEGION CORP,CMN,00770F104,408,16130,SH,DFND,1,10535,0,5595,
AEGION CORP,CMN,00770F104,203,8015,SH,DFND,2,8015,0,0,
AEGON N V,CMN,007924103,112,12175,SH,DFND,1,5275,0,6900,
AEGON N V,CMN,007924103,4408,479157,SH,DFND,2,479157,0,0,
AEP INDS INC,CMN,001031103,483,13013,SH,DFND,1,13013,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,16778,397671,SH,DFND,1,397671,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,4303,102000,SH,DFND,1,102000,0,0,Put
AERCAP HOLDINGS NV,CMN,N00985106,251,5938,SH,DFND,2,5938,0,0,
AEROFLEX HLDG CORP,CMN,007767106,108429,13047975,SH,DFND,1,13047975,0,0,
AEROPOSTALE,CMN,007865108,185,36840,SH,DFND,1,36840,0,0,
AEROPOSTALE,CMN,007865108,446,88800,SH,DFND,1,88800,0,0,Put
AEROPOSTALE,CMN,007865108,681,135600,SH,DFND,1,135600,0,0,Call
AEROPOSTALE,CMN,007865108,52,10365,SH,DFND,2,10365,0,0,
AEROVIRONMENT INC,CMN,008073108,1266,31448,SH,DFND,1,24654,0,6794,
AEROVIRONMENT INC,CMN,008073108,20298,504286,SH,DFND,2,504286,0,0,
AES CORP,CMN,00130H105,42519,2977494,SH,DFND,1,1600739,0,1376755,
AES CORP,CMN,00130H105,785,55000,SH,DFND,1,55000,0,0,Call
AES CORP,CMN,00130H105,230,16100,SH,DFND,1,16100,0,0,Put
AES CORP,CMN,00130H105,9882,692033,SH,DFND,2,692033,0,0,
AETNA INC NEW,CMN,00817Y108,73071,974675,SH,DFND,1,898175,0,76500,
AETNA INC NEW,CMN,00817Y108,23985,319932,SH,DFND,1,319932,0,0,Call
AETNA INC NEW,CMN,00817Y108,11980,159800,SH,DFND,1,159800,0,0,Put
AETNA INC NEW,CMN,00817Y108,143003,1907465,SH,DFND,2,1895620,0,11845,
AFFILIATED MANAGERS GROUP,CMN,008252108,17565,87802,SH,DFND,1,85972,0,1830,
AFFILIATED MANAGERS GROUP,CMN,008252108,700,3500,SH,DFND,1,3500,0,0,Put
AFFILIATED MANAGERS GROUP,CMN,008252108,540,2700,SH,DFND,1,2700,0,0,Call
AFFILIATED MANAGERS GROUP,CMN,008252108,12547,62718,SH,DFND,2,62718,0,0,
AFFILIATED MANAGERS GROUP,CMN,008252108,3916,19575,SH,DFND,3,0,0,19575,
AFFYMETRIX INC,CMN,00826T108,791,110987,SH,DFND,1,110987,0,0,
AFFYMETRIX INC,CNV,00826TAH1,1420,1000000,PRN,DFND,1,1000000,0,0,
AFFYMETRIX INC,CMN,00826T108,3904,547600,SH,DFND,1,547600,0,0,Put
AFFYMETRIX INC,CMN,00826T108,1258,176454,SH,DFND,2,176454,0,0,
AFLAC INC,CMN,001055102,59905,950274,SH,DFND,1,939488,0,10786,
AFLAC INC,CMN,001055102,24970,396100,SH,DFND,1,396100,0,0,Put
AFLAC INC,CMN,001055102,44714,709300,SH,DFND,1,709300,0,0,Call
AFLAC INC,CMN,001055102,20833,330469,SH,DFND,2,330469,0,0,
AG MTG INVT TR INC,CMN,001228105,202,11537,SH,DFND,1,11537,0,0,
AGCO CORP,CMN,001084102,16744,303546,SH,DFND,1,303546,0,0,
AGCO CORP,CNV,001084AM4,949,693000,PRN,DFND,1,693000,0,0,
AGCO CORP,CMN,001084102,1583,28700,SH,DFND,1,28700,0,0,Put
AGCO CORP,CMN,001084102,574,10400,SH,DFND,1,10400,0,0,Call
AGCO CORP,CMN,001084102,5683,103029,SH,DFND,2,103029,0,0,
AGENUS INC,CMN,00847G705,539,169926,SH,DFND,1,169926,0,0,
AGILENT TECHNOLOGIES INC,CMN,00846U101,47001,840504,SH,DFND,1,737690,0,102814,
AGILENT TECHNOLOGIES INC,CMN,00846U101,20198,361200,SH,DFND,1,361200,0,0,Call
AGILENT TECHNOLOGIES INC,CMN,00846U101,27440,490700,SH,DFND,1,490700,0,0,Put
AGILENT TECHNOLOGIES INC,CMN,00846U101,602512,10774528,SH,DFND,2,9901480,0,873048,
AGILENT TECHNOLOGIES INC,CMN,00846U101,48279,863353,SH,DFND,3,0,0,863353,
AGILENT TECHNOLOGIES INC,CMN,00846U101,4493,80340,SH,DFND,4,0,0,80340,
AGILENT TECHNOLOGIES INC,CMN,00846U101,1303,23297,SH,OTR,"6,2",0,23297,0,
AGILYSYS INC,CMN,00847J105,433,32301,SH,DFND,1,32301,0,0,
AGL RES INC,CMN,001204106,14640,299023,SH,DFND,1,297438,0,1585,
AGL RES INC,CMN,001204106,4935,100790,SH,DFND,2,100790,0,0,
AGNICO EAGLE MINES LTD,CMN,008474108,5032,166345,SH,DFND,1,165875,0,470,
AGNICO EAGLE MINES LTD,CMN,008474108,1379,45600,SH,DFND,1,45600,0,0,Put
AGNICO EAGLE MINES LTD,CMN,008474108,5336,176400,SH,DFND,1,176400,0,0,Call
AGNICO EAGLE MINES LTD,CMN,008474108,3268,108025,SH,DFND,2,83225,0,24800,
AGNICO EAGLE MINES LTD,CMN,008474108,7529,248902,SH,DFND,3,248902,0,0,
AGREE REALTY CORP,CMN,008492100,307,10081,SH,DFND,1,10081,0,0,
AGREE REALTY CORP,CMN,008492100,276,9074,SH,DFND,2,9074,0,0,
AGRIUM INC,CMN,008916108,9496,97372,SH,DFND,1,97172,0,200,
AGRIUM INC,CMN,008916108,5705,58500,SH,DFND,1,58500,0,0,Put
AGRIUM INC,CMN,008916108,7392,75800,SH,DFND,1,75800,0,0,Call
AGRIUM INC,CMN,008916108,7244,74287,SH,DFND,2,74287,0,0,
AGRIUM INC,CMN,008916108,14976,153567,SH,DFND,3,153567,0,0,
AIR LEASE CORP,CMN,00912X302,15119,405446,SH,DFND,1,397446,0,8000,
AIR LEASE CORP,CMN,00912X302,587,15750,SH,DFND,2,15750,0,0,
AIR METHODS CORP,CMN,009128307,407,7615,SH,DFND,1,7407,0,208,
AIR METHODS CORP,CMN,009128307,10930,204575,SH,DFND,2,193490,0,11085,
AIR PRODS & CHEMS INC,CMN,009158106,71160,597784,SH,DFND,1,584994,0,12790,
AIR PRODS & CHEMS INC,CMN,009158106,14239,119618,SH,DFND,2,119398,0,220,
AIR TRANSPORT SERVICES GRP I,CMN,00922R105,88,11165,SH,DFND,1,11165,0,0,
AIRCASTLE LTD,CMN,G0129K104,2034,104972,SH,DFND,1,104972,0,0,
AIRCASTLE LTD,CMN,G0129K104,608,31397,SH,DFND,2,31397,0,0,
AIRGAS INC,CMN,009363102,43917,412323,SH,DFND,1,412323,0,0,
AIRGAS INC,CMN,009363102,193106,1813032,SH,DFND,2,1743251,0,69781,
AIRGAS INC,CMN,009363102,990,9296,SH,OTR,"6,2",0,9296,0,
AIRTRAN HLDGS INC,CNV,00949PAD0,19,10000,PRN,DFND,1,10000,0,0,
AIXTRON SE,CMN,009606104,2324,142584,SH,DFND,1,142584,0,0,
AK STL HLDG CORP,CMN,001547108,4917,681023,SH,DFND,1,681023,0,0,
AK STL HLDG CORP,CMN,001547108,5989,829500,SH,DFND,1,829500,0,0,Call
AK STL HLDG CORP,CMN,001547108,20474,2835700,SH,DFND,1,2835700,0,0,Put
AK STL HLDG CORP,CMN,001547108,920,127381,SH,DFND,2,127381,0,0,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,27721,476216,SH,DFND,1,474931,0,1285,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,9267,159200,SH,DFND,1,159200,0,0,Put
AKAMAI TECHNOLOGIES INC,CMN,00971T101,11881,204100,SH,DFND,1,204100,0,0,Call
AKAMAI TECHNOLOGIES INC,CMN,00971T101,5442,93488,SH,DFND,2,93488,0,0,
AKORN INC,CMN,009728106,577,26244,SH,DFND,1,26244,0,0,
AKORN INC,CMN,009728106,3520,160000,SH,DFND,1,160000,0,0,Put
AKORN INC,CMN,009728106,1760,80000,SH,DFND,1,80000,0,0,Call
AKORN INC,CMN,009728106,6269,284971,SH,DFND,2,284971,0,0,
ALAMO GROUP INC,CMN,011311107,220,4043,SH,DFND,1,4043,0,0,
ALAMOS GOLD INC,CMN,011527108,330,36636,SH,DFND,1,36636,0,0,
ALAMOS GOLD INC,CMN,011527108,1148,127300,SH,DFND,2,127300,0,0,
ALAMOS GOLD INC,CMN,011527108,1010,112012,SH,DFND,3,112012,0,0,
ALASKA AIR GROUP INC,CMN,011659109,16060,172116,SH,DFND,1,172042,0,74,
ALASKA AIR GROUP INC,CMN,011659109,3872,41500,SH,DFND,1,41500,0,0,Call
ALASKA AIR GROUP INC,CMN,011659109,4311,46200,SH,DFND,1,46200,0,0,Put
ALASKA AIR GROUP INC,CMN,011659109,43853,469966,SH,DFND,2,346204,0,123762,
ALASKA AIR GROUP INC,CMN,011659109,581,6223,SH,OTR,"6,2",0,6223,0,
ALASKA COMMUNICATIONS SYS GR,CMN,01167P101,158,81668,SH,DFND,1,81668,0,0,
ALASKA COMMUNICATIONS SYS GR,CMN,01167P101,30,15600,SH,DFND,2,15600,0,0,
ALBANY INTL CORP,CMN,012348108,2691,75704,SH,DFND,2,75704,0,0,
ALBANY MOLECULAR RESH INC,CMN,012423109,1791,96347,SH,DFND,1,96347,0,0,
ALBEMARLE CORP,CMN,012653101,22224,334594,SH,DFND,1,334594,0,0,
ALBEMARLE CORP,CMN,012653101,1228,18493,SH,DFND,2,18493,0,0,
ALCATEL-LUCENT,CMN,013904305,1218,312424,SH,DFND,1,305223,0,7201,
ALCATEL-LUCENT,CMN,013904305,2391,612993,SH,DFND,2,612993,0,0,
ALCOA INC,CMN,013817101,34044,2645256,SH,DFND,1,2607741,0,37515,
ALCOA INC,CMN,013817101,11649,905100,SH,DFND,1,905100,0,0,Put
ALCOA INC,CMN,013817101,52896,4110000,SH,DFND,1,4110000,0,0,Call
ALCOA INC,CMN,013817101,5800,450677,SH,DFND,2,450677,0,0,
ALCOA INC,CMN,013817101,205,15942,SH,DFND,3,15942,0,0,
ALCOA INC,CMN,013817101,547,42469,SH,DFND,7,42469,0,0,
ALERE INC,CMN,01449J105,739,21521,SH,DFND,1,20831,0,690,
ALERE INC,CNV,01449JAA3,164,149000,PRN,DFND,1,149000,0,0,
ALERE INC,CMN,01449J105,1374,40000,SH,DFND,1,40000,0,0,Call
ALERE INC,CMN,01449J105,1487,43300,SH,DFND,1,43300,0,0,Put
ALERE INC,CMN,01449J105,24067,700633,SH,DFND,2,663961,0,36672,
ALEXANDER & BALDWIN INC NEW,CMN,014491104,1982,46558,SH,DFND,1,46558,0,0,
ALEXANDER & BALDWIN INC NEW,CMN,014491104,682,16023,SH,DFND,2,16023,0,0,
ALEXANDERS INC,CMN,014752109,1194,3308,SH,DFND,1,3308,0,0,
ALEXANDRIA REAL ESTATE EQ IN,CMN,015271109,13356,184074,SH,DFND,1,184074,0,0,
ALEXANDRIA REAL ESTATE EQ IN,CMN,015271109,2315,31904,SH,DFND,2,31904,0,0,
ALEXANDRIA REAL ESTATE EQ IN,CMN,015271109,15,209,SH,OTR,"6,2",0,209,0,
ALEXCO RESOURCE CORP,CMN,01535P106,72,48155,SH,DFND,1,48155,0,0,
ALEXION PHARMACEUTICALS INC,CMN,015351109,96338,633260,SH,DFND,1,632759,0,501,
ALEXION PHARMACEUTICALS INC,CMN,015351109,22941,150800,SH,DFND,1,150800,0,0,Call
ALEXION PHARMACEUTICALS INC,CMN,015351109,32571,214100,SH,DFND,1,214100,0,0,Put
ALEXION PHARMACEUTICALS INC,CMN,015351109,67126,441238,SH,DFND,2,383065,0,58173,
ALEXION PHARMACEUTICALS INC,CMN,015351109,1813,11917,SH,OTR,"6,2",0,11917,0,
ALEXZA PHARMACEUTICALS INC,CMN,015384209,2028,457694,SH,DFND,1,457694,0,0,
ALIGN TECHNOLOGY INC,CMN,016255101,6160,118935,SH,DFND,1,118935,0,0,
ALIGN TECHNOLOGY INC,CMN,016255101,2590,50000,SH,DFND,1,50000,0,0,Call
ALIGN TECHNOLOGY INC,CMN,016255101,1469,28359,SH,DFND,2,28359,0,0,
ALIMERA SCIENCES INC,CMN,016259103,1089,138002,SH,DFND,1,138002,0,0,
ALIMERA SCIENCES INC,CMN,016259103,680,86200,SH,DFND,1,86200,0,0,Put
ALKERMES PLC,CMN,G01767105,14794,335536,SH,DFND,1,335536,0,0,
ALKERMES PLC,CMN,G01767105,6896,156406,SH,DFND,2,156406,0,0,
ALLEGHANY CORP DEL,CMN,017175100,10864,26668,SH,DFND,1,26668,0,0,
ALLEGHANY CORP DEL,CMN,017175100,672,1650,SH,DFND,2,1650,0,0,
ALLEGHENY TECHNOLOGIES INC,CMN,01741R102,8356,221756,SH,DFND,1,221074,0,682,
