nameOfIssuer,titleOfClass,cusip,value,sshPrnamt,sshPrnamtType,investmentDiscretion,otherManager,Sole,Shared,None,putCall
58 COM INC,CMN,31680Q104,9934,216467,SH,DFND,2,216467,0,0,
58 COM INC,CMN,31680Q104,302,6574,SH,DFND,3,4118,0,2456,
8X8 INC NEW,CMN,282914100,1213,83052,SH,DFND,1,83052,0,0,
8X8 INC NEW,CMN,282914100,211,14446,SH,DFND,2,14446,0,0,
A H BELO CORP,CMN,001282102,69,13740,SH,DFND,1,13740,0,0,
A10 NETWORKS INC,CMN,002121101,323,49963,SH,DFND,1,49963,0,0,
A10 NETWORKS INC,CMN,002121101,203,31387,SH,DFND,2,31387,0,0,
AAON INC,CMN,000360206,210,7624,SH,DFND,1,7624,0,0,
AAR CORP,CMN,000361105,247,10580,SH,DFND,1,9273,0,1307,
AAR CORP,CMN,000361105,444,19006,SH,DFND,2,19006,0,0,
AARONS INC,CMN,002535300,12423,567524,SH,DFND,1,567524,0,0,
AARONS INC,CMN,002535300,59,2700,SH,DFND,1,2700,0,0,Call
AARONS INC,CMN,002535300,35,1600,SH,DFND,1,1600,0,0,Put
AARONS INC,CMN,002535300,2942,134419,SH,DFND,2,134419,0,0,
ABAXIS INC,CMN,002567105,337,7128,SH,DFND,1,7128,0,0,
ABB LTD,CMN,000375204,447,22537,SH,DFND,1,22327,0,210,
ABB LTD,CMN,000375204,77,3900,SH,DFND,1,3900,0,0,Put
ABB LTD,CMN,000375204,537,27100,SH,DFND,1,27100,0,0,Call
ABB LTD,CMN,000375204,10466,527787,SH,DFND,2,527787,0,0,
ABB LTD,CMN,000375204,292,14704,SH,DFND,5,14704,0,0,
ABB LTD,CMN,000375204,1880,94812,SH,DFND,6,94812,0,0,
ABBOTT LABS,CMN,002824100,288974,7351153,SH,DFND,1,4138788,0,3212365,
ABBOTT LABS,CMN,002824100,8039,204500,SH,DFND,1,204500,0,0,Put
ABBOTT LABS,CMN,002824100,13063,332300,SH,DFND,1,332300,0,0,Call
ABBOTT LABS,CMN,002824100,464687,11821101,SH,DFND,2,11103626,0,717475,
ABBOTT LABS,CMN,002824100,60578,1541025,SH,DFND,3,38,0,1540987,
ABBOTT LABS,CMN,002824100,3710,94380,SH,DFND,4,0,0,94380,
ABBOTT LABS,CMN,002824100,40538,1031250,SH,DFND,5,4030,0,1027220,
ABBOTT LABS,CMN,002824100,4868,123834,SH,DFND,6,123834,0,0,
ABBOTT LABS,CMN,002824100,3891,98979,SH,OTR,"6,2",0,98979,0,
ABBVIE INC,CMN,00287Y109,205460,3318687,SH,DFND,1,1793184,0,1525503,
ABBVIE INC,CMN,00287Y109,27500,444200,SH,DFND,1,444200,0,0,Call
ABBVIE INC,CMN,00287Y109,48835,788800,SH,DFND,1,788800,0,0,Put
ABBVIE INC,CMN,00287Y109,173542,2803140,SH,DFND,2,2766296,0,36844,
ABBVIE INC,CMN,00287Y109,1350,21798,SH,DFND,3,130,0,21668,
ABBVIE INC,CMN,00287Y109,4642,74979,SH,DFND,6,74979,0,0,
ABBVIE INC,CMN,00287Y109,818,13213,SH,OTR,"6,2",0,13213,0,
ABEONA THERAPEUTICS INC,CMN,00289Y107,41,17545,SH,DFND,1,17545,0,0,
ABERCROMBIE & FITCH CO,CMN,002896207,17585,987385,SH,DFND,1,987385,0,0,
ABERCROMBIE & FITCH CO,CMN,002896207,1530,85900,SH,DFND,1,85900,0,0,Put
ABERCROMBIE & FITCH CO,CMN,002896207,2818,158200,SH,DFND,1,158200,0,0,Call
ABERCROMBIE & FITCH CO,CMN,002896207,1396,78380,SH,DFND,2,78380,0,0,
ABIOMED INC,CMN,003654100,32334,295851,SH,DFND,1,295851,0,0,
ABIOMED INC,CMN,003654100,27818,254533,SH,DFND,2,254533,0,0,
ABM INDS INC,CMN,000957100,4956,135864,SH,DFND,1,135864,0,0,
ABM INDS INC,CMN,000957100,68783,1885496,SH,DFND,2,1780970,0,104526,
ABRAXAS PETE CORP,CMN,003830106,165,146136,SH,DFND,1,146136,0,0,
ACACIA COMMUNICATIONS INC,CMN,00401C108,480,12029,SH,DFND,1,12029,0,0,
ACACIA RESH CORP,CMN,003881307,422,95982,SH,DFND,1,95982,0,0,
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,28228,509537,SH,DFND,1,509537,0,0,
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,2449,44200,SH,DFND,1,44200,0,0,Put
ACADIA HEALTHCARE COMPANY IN,CMN,00404A109,31306,565084,SH,DFND,2,565084,0,0,
ACADIA PHARMACEUTICALS INC,CMN,004225108,9977,307370,SH,DFND,1,307370,0,0,
ACADIA PHARMACEUTICALS INC,CMN,004225108,649,20000,SH,DFND,1,20000,0,0,Put
ACADIA PHARMACEUTICALS INC,CMN,004225108,811,24991,SH,DFND,2,24991,0,0,
ACADIA RLTY TR,CMN,004239109,4404,123993,SH,DFND,1,123993,0,0,
ACADIA RLTY TR,CMN,004239109,103561,2915578,SH,DFND,2,2754105,0,161473,
ACADIA RLTY TR,CMN,004239109,337,9492,SH,DFND,6,9492,0,0,
ACCELERON PHARMA INC,CMN,00434H108,1830,53869,SH,DFND,1,53869,0,0,
ACCELERON PHARMA INC,CMN,00434H108,3398,100000,SH,DFND,1,100000,0,0,Put
ACCELERON PHARMA INC,CMN,00434H108,12335,363005,SH,DFND,2,363005,0,0,
ACCENTURE PLC IRELAND,CMN,G1151C101,244269,2156143,SH,DFND,1,2058832,0,97311,
ACCENTURE PLC IRELAND,CMN,G1151C101,21820,192600,SH,DFND,1,192600,0,0,Call
ACCENTURE PLC IRELAND,CMN,G1151C101,13878,122500,SH,DFND,1,122500,0,0,Put
ACCENTURE PLC IRELAND,CMN,G1151C101,128124,1130937,SH,DFND,2,1116158,0,14779,
ACCENTURE PLC IRELAND,CMN,G1151C101,2952,26059,SH,DFND,6,26059,0,0,
ACCENTURE PLC IRELAND,CMN,G1151C101,1467,12945,SH,OTR,"6,2",0,12945,0,
ACCO BRANDS CORP,CMN,00081T108,1416,137048,SH,DFND,1,137048,0,0,
ACCO BRANDS CORP,CMN,00081T108,747,72331,SH,DFND,2,72331,0,0,
ACCO BRANDS CORP,CMN,00081T108,391,37826,SH,DFND,6,37826,0,0,
ACCURAY INC,CMN,004397105,597,115078,SH,DFND,1,115078,0,0,
ACCURIDE CORP NEW,CMN,00439T206,207,166587,SH,DFND,1,166587,0,0,
ACETO CORP,CMN,004446100,513,23442,SH,DFND,1,23442,0,0,
ACETO CORP,CMN,004446100,264,12082,SH,DFND,2,12082,0,0,
ACHAOGEN INC,CMN,004449104,98,25731,SH,DFND,1,25731,0,0,
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,24129,3093500,SH,DFND,1,3093500,0,0,
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,66,8500,SH,DFND,1,8500,0,0,Put
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,190,24400,SH,DFND,1,24400,0,0,Call
ACHILLION PHARMACEUTICALS IN,CMN,00448Q201,6905,885235,SH,DFND,2,885235,0,0,
ACI WORLDWIDE INC,CMN,004498101,1826,93572,SH,DFND,1,93572,0,0,
ACI WORLDWIDE INC,CMN,004498101,2338,119836,SH,DFND,2,119836,0,0,
ACORDA THERAPEUTICS INC,CMN,00484M106,3578,140283,SH,DFND,1,140283,0,0,
ACORDA THERAPEUTICS INC,CMN,00484M106,3886,152343,SH,DFND,2,152343,0,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,88376,2230040,SH,DFND,1,2230040,0,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,10534,265800,SH,DFND,1,265800,0,0,Call
ACTIVISION BLIZZARD INC,CMN,00507V109,16581,418400,SH,DFND,1,418400,0,0,Put
ACTIVISION BLIZZARD INC,CMN,00507V109,23526,593652,SH,DFND,2,590235,0,3417,
ACTIVISION BLIZZARD INC,CMN,00507V109,441,11136,SH,DFND,6,11136,0,0,
ACTIVISION BLIZZARD INC,CMN,00507V109,613,15462,SH,DFND,7,15462,0,0,
ACTUA CORP,CMN,005094107,258,28567,SH,DFND,1,28567,0,0,
ACTUANT CORP,CMN,00508X203,9486,419566,SH,DFND,1,419566,0,0,
ACTUANT CORP,CMN,00508X203,45,2000,SH,DFND,1,2000,0,0,Call
ACTUANT CORP,CMN,00508X203,551,24372,SH,DFND,2,24372,0,0,
ACUITY BRANDS INC,CMN,00508Y102,25485,102780,SH,DFND,1,102224,0,556,
ACUITY BRANDS INC,CMN,00508Y102,12692,51186,SH,DFND,2,50164,0,1022,
ACXIOM CORP,CMN,005125109,351,15950,SH,DFND,1,15950,0,0,
ACXIOM CORP,CMN,005125109,42,1900,SH,DFND,1,1900,0,0,Put
ACXIOM CORP,CMN,005125109,24,1100,SH,DFND,1,1100,0,0,Call
ACXIOM CORP,CMN,005125109,1451,66007,SH,DFND,2,66007,0,0,
ACXIOM CORP,CMN,005125109,288,13110,SH,DFND,6,13110,0,0,
ADAMAS PHARMACEUTICALS INC,CMN,00548A106,189,12494,SH,DFND,1,12494,0,0,
ADAPTIMMUNE THERAPEUTICS PLC,CMN,00653A107,160,19574,SH,DFND,1,19574,0,0,
ADCARE HEALTH SYSTEMS INC,CMN,00650W300,2077,1129008,SH,DFND,1,1129008,0,0,
ADECOAGRO S A,CMN,L00849106,780,71108,SH,DFND,1,71108,0,0,
ADEPTUS HEALTH INC,CMN,006855100,33687,652096,SH,DFND,2,637568,0,14528,
ADEPTUS HEALTH INC,CMN,006855100,62,1199,SH,OTR,"6,2",0,1199,0,
ADESTO TECHNOLOGIES CORP,CMN,00687D101,43,12977,SH,DFND,1,12977,0,0,
ADOBE SYS INC,CMN,00724F101,58618,611946,SH,DFND,1,609363,0,2583,
ADOBE SYS INC,CMN,00724F101,20614,215200,SH,DFND,1,215200,0,0,Put
ADOBE SYS INC,CMN,00724F101,15537,162200,SH,DFND,1,162200,0,0,Call
ADOBE SYS INC,CMN,00724F101,133721,1395976,SH,DFND,2,1337876,0,58100,
ADOBE SYS INC,CMN,00724F101,2587,27004,SH,DFND,6,27004,0,0,
ADOBE SYS INC,CMN,00724F101,1475,15398,SH,OTR,"6,2",0,15398,0,
ADTRAN INC,CMN,00738A106,2549,136674,SH,DFND,1,136674,0,0,
ADTRAN INC,CMN,00738A106,319,17100,SH,DFND,1,17100,0,0,Put
ADTRAN INC,CMN,00738A106,173,9300,SH,DFND,1,9300,0,0,Call
ADTRAN INC,CMN,00738A106,230,12309,SH,DFND,2,12309,0,0,
ADURO BIOTECH INC,CMN,00739L101,264,23379,SH,DFND,1,23379,0,0,
ADVANCE AUTO PARTS INC,CMN,00751Y106,25821,159752,SH,DFND,1,159742,0,10,
ADVANCE AUTO PARTS INC,CMN,00751Y106,1099,6800,SH,DFND,1,6800,0,0,Put
ADVANCE AUTO PARTS INC,CMN,00751Y106,1875,11600,SH,DFND,1,11600,0,0,Call
ADVANCE AUTO PARTS INC,CMN,00751Y106,97032,600337,SH,DFND,2,572909,0,27428,
ADVANCE AUTO PARTS INC,CMN,00751Y106,408,2525,SH,DFND,6,2525,0,0,
ADVANCE AUTO PARTS INC,CMN,00751Y106,261,1612,SH,OTR,"6,2",0,1612,0,
ADVANCED DRAIN SYS INC DEL,CMN,00790R104,219,8012,SH,DFND,1,8012,0,0,
ADVANCED ENERGY INDS,CMN,007973100,2059,54238,SH,DFND,1,54238,0,0,
ADVANCED ENERGY INDS,CMN,007973100,11010,290042,SH,DFND,2,290042,0,0,
ADVANCED MICRO DEVICES INC,CMN,007903107,10337,2011050,SH,DFND,1,2011050,0,0,
ADVANCED MICRO DEVICES INC,CMN,007903107,7247,1410000,SH,DFND,1,1410000,0,0,Put
ADVANCED MICRO DEVICES INC,CMN,007903107,3538,688300,SH,DFND,1,688300,0,0,Call
ADVANCED MICRO DEVICES INC,CMN,007903107,533,103790,SH,DFND,2,103790,0,0,
ADVANCED SEMICONDUCTOR ENGR,CMN,00756M404,275,49259,SH,DFND,1,49259,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,102,18202,SH,DFND,1,18202,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,27,4900,SH,DFND,1,4900,0,0,Put
ADVANTAGE OIL & GAS LTD,CMN,00765F101,63,11200,SH,DFND,1,11200,0,0,Call
ADVANTAGE OIL & GAS LTD,CMN,00765F101,239,42800,SH,DFND,2,42800,0,0,
ADVANTAGE OIL & GAS LTD,CMN,00765F101,100,17925,SH,DFND,3,17925,0,0,
ADVAXIS INC,CMN,007624208,169,20944,SH,DFND,1,20944,0,0,
ADVERUM BIOTECHNOLOGIES INC,CMN,00773U108,214,67624,SH,DFND,1,67624,0,0,
ADVISORSHARES TR,CMN,00768Y826,529,19892,SH,DFND,1,19892,0,0,
ADVISORY BRD CO,CMN,00762W107,1452,41019,SH,DFND,1,41019,0,0,
ADVISORY BRD CO,CMN,00762W107,1023,28915,SH,DFND,2,28915,0,0,
AECOM,CMN,00766T100,12473,392605,SH,DFND,1,392605,0,0,
AECOM,CMN,00766T100,127,4000,SH,DFND,1,4000,0,0,Put
AECOM,CMN,00766T100,318,10000,SH,DFND,1,10000,0,0,Call
AECOM,CMN,00766T100,11045,347646,SH,DFND,2,333361,0,14285,
AEGEAN MARINE PETROLEUM NETW,CMN,Y0017S102,887,161327,SH,DFND,1,161327,0,0,
AEGERION PHARMACEUTICALS INC,CMN,00767E102,421,282416,SH,DFND,1,282416,0,0,
AEGION CORP,CMN,00770F104,1444,73993,SH,DFND,1,68398,0,5595,
AEGION CORP,CMN,00770F104,4326,221758,SH,DFND,2,221758,0,0,
AEGLEA BIOTHERAPEUTICS INC,CMN,00773J103,273,56234,SH,DFND,1,56234,0,0,
AEGON N V,CMN,007924103,294,73289,SH,DFND,1,30782,0,42507,
AEGON N V,CMN,007924103,1841,459181,SH,DFND,2,459181,0,0,
AEGON N V,CMN,007924103,97,24187,SH,DFND,6,24187,0,0,
AEMETIS INC,CMN,00770K202,58,25476,SH,DFND,1,25476,0,0,
AEP INDS INC,CMN,001031103,357,4435,SH,DFND,1,4435,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,41864,1246314,SH,DFND,1,1246314,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,11998,357200,SH,DFND,1,357200,0,0,Call
AERCAP HOLDINGS NV,CMN,N00985106,10242,304900,SH,DFND,1,304900,0,0,Put
AERCAP HOLDINGS NV,CMN,N00985106,3423,101891,SH,DFND,2,101891,0,0,
AERCAP HOLDINGS NV,CMN,N00985106,496,14780,SH,DFND,3,14780,0,0,
AERIE PHARMACEUTICALS INC,CMN,00771V108,8012,455242,SH,DFND,1,455242,0,0,
AERIE PHARMACEUTICALS INC,CMN,00771V108,12,700,SH,DFND,1,700,0,0,Call
AEROHIVE NETWORKS INC,CMN,007786106,98,14822,SH,DFND,1,4822,0,10000,
AEROJET ROCKETDYNE HLDGS INC,CMN,007800105,398,21749,SH,DFND,1,21749,0,0,
AEROVIRONMENT INC,CMN,008073108,23410,842095,SH,DFND,2,842095,0,0,
AES CORP,CMN,00130H105,47920,3839753,SH,DFND,1,2963096,0,876657,
AES CORP,CMN,00130H105,64,5100,SH,DFND,1,5100,0,0,Put
AES CORP,CMN,00130H105,82,6600,SH,DFND,1,6600,0,0,Call
AES CORP,CMN,00130H105,38955,3121411,SH,DFND,2,3006727,0,114684,
AES CORP,CMN,00130H105,1525,122196,SH,DFND,3,47,0,122149,
AES CORP,CMN,00130H105,951,76196,SH,DFND,6,76196,0,0,
AES CORP,CMN,00130H105,636,50980,SH,OTR,"6,2",0,50980,0,
AETNA INC NEW,CMN,00817Y108,103316,845952,SH,DFND,1,845292,0,660,
AETNA INC NEW,CMN,00817Y108,28151,230500,SH,DFND,1,230500,0,0,Call
AETNA INC NEW,CMN,00817Y108,34062,278900,SH,DFND,1,278900,0,0,Put
AETNA INC NEW,CMN,00817Y108,139649,1143442,SH,DFND,2,1101547,0,41895,
AETNA INC NEW,CMN,00817Y108,2432,19914,SH,DFND,6,19914,0,0,
AETNA INC NEW,CMN,00817Y108,2230,18257,SH,OTR,"6,2",0,18257,0,
AFFILIATED MANAGERS GROUP,CMN,008252108,12887,91546,SH,DFND,1,49504,0,42042,
AFFILIATED MANAGERS GROUP,CMN,008252108,282,2000,SH,DFND,1,2000,0,0,Put
AFFILIATED MANAGERS GROUP,CMN,008252108,394,2800,SH,DFND,1,2800,0,0,Call
AFFILIATED MANAGERS GROUP,CMN,008252108,181167,1286971,SH,DFND,2,1224300,0,62671,
AFFILIATED MANAGERS GROUP,CMN,008252108,42286,300390,SH,DFND,3,0,0,300390,
AFFILIATED MANAGERS GROUP,CMN,008252108,2464,17501,SH,DFND,4,0,0,17501,
AFFILIATED MANAGERS GROUP,CMN,008252108,225,1600,SH,DFND,6,1600,0,0,
AFFILIATED MANAGERS GROUP,CMN,008252108,422,2995,SH,OTR,"6,2",0,2995,0,
AFFIMED N V,CMN,N01045108,155,62431,SH,DFND,1,62431,0,0,
AFLAC INC,CMN,001055102,91953,1274297,SH,DFND,1,1264568,0,9729,
AFLAC INC,CMN,001055102,17318,240000,SH,DFND,1,240000,0,0,Put
AFLAC INC,CMN,001055102,14771,204700,SH,DFND,1,204700,0,0,Call
AFLAC INC,CMN,001055102,33574,465270,SH,DFND,2,461249,0,4021,
AFLAC INC,CMN,001055102,2044,28329,SH,DFND,6,28329,0,0,
AG MTG INVT TR INC,CMN,001228105,450,31180,SH,DFND,1,31180,0,0,
AGCO CORP,CMN,001084102,38982,827110,SH,DFND,1,826710,0,400,
AGCO CORP,CMN,001084102,533,11300,SH,DFND,1,11300,0,0,Put
AGCO CORP,CMN,001084102,919,19500,SH,DFND,1,19500,0,0,Call
AGCO CORP,CMN,001084102,3458,73361,SH,DFND,2,69627,0,3734,
AGENUS INC,CMN,00847G705,159,39145,SH,DFND,1,39145,0,0,
AGILENT TECHNOLOGIES INC,CMN,00846U101,77429,1745476,SH,DFND,1,1727079,0,18397,
AGILENT TECHNOLOGIES INC,CMN,00846U101,457,10300,SH,DFND,1,10300,0,0,Call
AGILENT TECHNOLOGIES INC,CMN,00846U101,639,14400,SH,DFND,1,14400,0,0,Put
AGILENT TECHNOLOGIES INC,CMN,00846U101,111569,2515090,SH,DFND,2,2378937,0,136153,
AGILENT TECHNOLOGIES INC,CMN,00846U101,447,10083,SH,DFND,6,10083,0,0,
AGILENT TECHNOLOGIES INC,CMN,00846U101,281,6327,SH,OTR,"6,2",0,6327,0,
AGILYSYS INC,CMN,00847J105,114,10873,SH,DFND,1,10873,0,0,
AGIOS PHARMACEUTICALS INC,CMN,00847X104,1090,26010,SH,DFND,1,26010,0,0,
AGIOS PHARMACEUTICALS INC,CMN,00847X104,683,16306,SH,DFND,2,16306,0,0,
AGL RES INC,CMN,001204106,16461,249528,SH,DFND,1,249528,0,0,
AGL RES INC,CMN,001204106,5649,85634,SH,DFND,2,85349,0,285,
AGNICO EAGLE MINES LTD,CMN,008474108,29650,554207,SH,DFND,1,554157,0,50,
AGNICO EAGLE MINES LTD,CMN,008474108,13022,243400,SH,DFND,1,243400,0,0,Call
AGNICO EAGLE MINES LTD,CMN,008474108,8400,157000,SH,DFND,1,157000,0,0,Put
AGNICO EAGLE MINES LTD,CMN,008474108,6786,126844,SH,DFND,2,126205,0,639,
AGNICO EAGLE MINES LTD,CMN,008474108,13239,247456,SH,DFND,3,247456,0,0,
AGREE REALTY CORP,CMN,008492100,849,17590,SH,DFND,1,17590,0,0,
AGRIUM INC,CMN,008916108,9333,103221,SH,DFND,1,103201,0,20,
AGRIUM INC,CMN,008916108,55717,616200,SH,DFND,1,616200,0,0,Put
AGRIUM INC,CMN,008916108,1356,15000,SH,DFND,1,15000,0,0,Call
AGRIUM INC,CMN,008916108,5488,60694,SH,DFND,2,60343,0,351,
AGRIUM INC,CMN,008916108,15657,173158,SH,DFND,3,173158,0,0,
AIR INDS GROUP,CMN,00912N205,67,14043,SH,DFND,1,14043,0,0,
AIR LEASE CORP,CMN,00912X302,9398,350942,SH,DFND,1,350942,0,0,
AIR LEASE CORP,CMN,00912X302,21,800,SH,DFND,1,800,0,0,Call
AIR LEASE CORP,CMN,00912X302,3,100,SH,DFND,1,100,0,0,Put
AIR LEASE CORP,CMN,00912X302,1369,51108,SH,DFND,2,51108,0,0,
AIR LEASE CORP,CMN,00912X302,378,14108,SH,DFND,6,14108,0,0,
AIR METHODS CORP,CMN,009128307,2132,59505,SH,DFND,1,59505,0,0,
AIR METHODS CORP,CMN,009128307,72,2000,SH,DFND,1,2000,0,0,Call
AIR METHODS CORP,CMN,009128307,64077,1788371,SH,DFND,2,1742852,0,45519,
AIR METHODS CORP,CMN,009128307,478,13331,SH,DFND,6,13331,0,0,
AIR PRODS & CHEMS INC,CMN,009158106,96981,682773,SH,DFND,1,669143,0,13630,
AIR PRODS & CHEMS INC,CMN,009158106,710,5000,SH,DFND,1,5000,0,0,Call
AIR PRODS & CHEMS INC,CMN,009158106,483,3400,SH,DFND,1,3400,0,0,Put
AIR PRODS & CHEMS INC,CMN,009158106,50225,353601,SH,DFND,2,330898,0,22703,
AIR PRODS & CHEMS INC,CMN,009158106,1093,7692,SH,DFND,6,7692,0,0,
AIR PRODS & CHEMS INC,CMN,009158106,1078,7591,SH,OTR,"6,2",0,7591,0,
AIR TRANSPORT SERVICES GRP I,CMN,00922R105,209,16089,SH,DFND,1,16089,0,0,
AIRCASTLE LTD,CMN,G0129K104,814,41607,SH,DFND,1,41607,0,0,
AIRCASTLE LTD,CMN,G0129K104,407,20823,SH,DFND,6,20823,0,0,
AIRMEDIA GROUP INC,CMN,009411109,267,77953,SH,DFND,1,77953,0,0,
AIXTRON SE,CMN,009606104,1571,258345,SH,DFND,1,258345,0,0,
AK STL HLDG CORP,CMN,001547108,2295,492501,SH,DFND,1,492501,0,0,
AK STL HLDG CORP,CMN,001547108,10506,2254400,SH,DFND,1,2254400,0,0,Put
AK STL HLDG CORP,CMN,001547108,6885,1477500,SH,DFND,1,1477500,0,0,Call
AK STL HLDG CORP,CMN,001547108,1984,425692,SH,DFND,2,425692,0,0,
AKAMAI TECHNOLOGIES INC,CNV,00971TAG6,5517,5594000,PRN,DFND,1,5594000,0,0,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,28088,502197,SH,DFND,1,502197,0,0,
AKAMAI TECHNOLOGIES INC,CMN,00971T101,3054,54600,SH,DFND,1,54600,0,0,Call
AKAMAI TECHNOLOGIES INC,CMN,00971T101,4542,81200,SH,DFND,1,81200,0,0,Put
AKAMAI TECHNOLOGIES INC,CMN,00971T101,6349,113511,SH,DFND,2,112603,0,908,
AKEBIA THERAPEUTICS INC,CMN,00972D105,103,13780,SH,DFND,1,13780,0,0,
AKERS BIOSCIENCES INC,CMN,00973E102,35,10825,SH,DFND,1,10825,0,0,
AKORN INC,CMN,009728106,6559,230274,SH,DFND,1,230274,0,0,
AKORN INC,CMN,009728106,1262,44300,SH,DFND,1,44300,0,0,Call
AKORN INC,CMN,009728106,2555,89705,SH,DFND,2,89705,0,0,
ALAMO GROUP INC,CMN,011311107,301,4565,SH,DFND,1,4565,0,0,
ALAMOS GOLD INC NEW,CMN,011532108,11222,1304861,SH,DFND,1,1304861,0,0,
ALAMOS GOLD INC NEW,CMN,011532108,195,22622,SH,DFND,2,22622,0,0,
ALAMOS GOLD INC NEW,CMN,011532108,695,80789,SH,DFND,3,80789,0,0,
ALARM COM HLDGS INC,CMN,011642105,239,9325,SH,DFND,1,9325,0,0,
ALASKA AIR GROUP INC,CMN,011659109,38182,655041,SH,DFND,1,655041,0,0,
ALASKA AIR GROUP INC,CMN,011659109,1446,24800,SH,DFND,1,24800,0,0,Put
ALASKA AIR GROUP INC,CMN,011659109,1341,23000,SH,DFND,1,23000,0,0,Call
ALASKA AIR GROUP INC,CMN,011659109,38535,661085,SH,DFND,2,622290,0,38795,
ALASKA AIR GROUP INC,CMN,011659109,75,1290,SH,DFND,6,1290,0,0,
ALASKA AIR GROUP INC,CMN,011659109,607,10411,SH,OTR,"6,2",0,10411,0,
ALASKA COMMUNICATIONS SYS GR,CMN,01167P101,25,14675,SH,DFND,1,14675,0,0,
ALBANY INTL CORP,CMN,012348108,277,6928,SH,DFND,1,6928,0,0,
ALBANY INTL CORP,CMN,012348108,660,16525,SH,DFND,2,16525,0,0,
ALBANY INTL CORP,CMN,012348108,224,5617,SH,DFND,6,5617,0,0,
ALBANY MOLECULAR RESH INC,CMN,012423109,589,43799,SH,DFND,1,43799,0,0,
ALBANY MOLECULAR RESH INC,CMN,012423109,520,38723,SH,DFND,2,38723,0,0,
ALBEMARLE CORP,CMN,012653101,46224,582824,SH,DFND,1,567759,0,15065,
ALBEMARLE CORP,CMN,012653101,39552,498700,SH,DFND,1,498700,0,0,Call
ALBEMARLE CORP,CMN,012653101,9682,122079,SH,DFND,2,121797,0,282,
ALCOA INC,CMN,013817309,784,23838,SH,DFND,1,23838,0,0,
ALCOA INC,CMN,013817101,34882,3762842,SH,DFND,1,3745442,0,17400,
ALCOA INC,CMN,013817101,40536,4372800,SH,DFND,1,4372800,0,0,Call
ALCOA INC,CMN,013817101,8263,891400,SH,DFND,1,891400,0,0,Put
ALCOA INC,CMN,013817101,8271,892196,SH,DFND,2,883347,0,8849,
ALCOA INC,CMN,013817101,194,20964,SH,DFND,6,20964,0,0,
ALCOBRA LTD,CMN,M2239P109,132,29482,SH,DFND,1,29482,0,0,
ALDER BIOPHARMACEUTICALS INC,CMN,014339105,11398,456471,SH,DFND,1,456471,0,0,
