nameOfIssuer,sshPrnamt,value
POZEN INC,55943,411
PPG INDS INC,408468,80362
PPL CORP,2359332,77481
PRANA BIOTECHNOLOGY LTD,31530,67
PRAXAIR INC,905656,116829
PRECIDIAN ETFS TR,3527300,61922
PRECISION CASTPARTS CORP,810845,192073
PRECISION DRILLING CORP,94267,1018
PREFERRED APT CMNTYS INC,20247,168
PREMIER EXIBITIONS INC,17142,13
PREMIER INC,32755,1076
PREMIERE GLOBAL SVCS INC,3506332,41971
PRESTIGE BRANDS HLDGS INC,949367,30731
PRGX GLOBAL INC,25090,147
PRICE T ROWE GROUP INC,662605,51948
PRICELINE GRP INC,186793,216415
PRICESMART INC,54682,4683
PRIMERICA INC,99220,4785
PRIMERO MNG CORP,478927,2323
PRINCIPAL FINL GROUP INC,5576170,292582
PRIVATEBANCORP INC,2855666,85413
PROASSURANCE CORP,1289603,56833
PROCTER & GAMBLE CO,8638629,723399
PROFIRE ENERGY INC,45675,190
PROGENICS PHARMACEUTICALS IN,48924,254
PROGRESS SOFTWARE CORP,101720,2432
PROGRESSIVE CORP OHIO,948776,23985
PROGRESSIVE WASTE SOLUTIONS,1487536,38333
PROLOGIS INC,3144688,118555
PROOFPOINT INC,9287,345
PROPHASE LABS INC,16519,23
PROS HOLDINGS INC,11836,298
PROSHARES TR,2816998,158146
PROSHARES TR II,235651,7415
PROSPECT CAPITAL CORPORATION,977251,9675
PROSPERITY BANCSHARES INC,1006861,57563
PROTALIX BIOTHERAPEUTICS INC,28349,69
PROTECTIVE LIFE CORP,327560,22736
PROTHENA CORP PLC,56641,1255
PROTO LABS INC,10099,697
PROVECTUS BIOPHARMACEUTICALS,292851,299
PROVIDENCE SVC CORP,14990,725
PROVIDENT FINL HLDGS INC,37317,544
PROVIDENT FINL SVCS INC,1890062,30940
PRUDENTIAL FINL INC,5013632,440899
PRUDENTIAL PLC,282400,12570
PS BUSINESS PKS INC CALIF,1137444,86605
PSIVIDA CORP,7118,31
PTC INC,1255536,46329
PTC THERAPEUTICS INC,32457,1428
PUBLIC STORAGE,790841,131153
PUBLIC SVC ENTERPRISE GROUP,1634999,60887
PULASKI FINL CORP,27348,315
PULTE GROUP INC,3073344,54275
PUMA BIOTECHNOLOGY INC,23250,5547
PURECYCLE CORP,37016,239
PUTNAM MASTER INTER INCOME T,24136,121
PUTNAM PREMIER INCOME TR,44797,245
PVH CORP,6417106,777432
QAD INC,21391,398
QEP MIDSTREAM PARTNERS LP,1602888,37972
QEP RES INC,5758455,177246
QIAGEN NV,761833,17347
QIHOO 360 TECHNOLOGY CO LTD,722573,48752
QIWI PLC,79290,2505
QLIK TECHNOLOGIES INC,54305,1469
QLOGIC CORP,27330,250
QR ENERGY LP,174189,3383
QTS RLTY TR INC,12616,383
QUAD / GRAPHICS INC,109645,2111
QUAKER CHEM CORP,414320,29703
QUALCOMM INC,14195468,1061396
QUALITY DISTR INC FLA,37914,485
QUALITY SYS INC,2082547,28677
QUALYS INC,8410,224
QUANEX BUILDING PRODUCTS COR,43514,788
QUANTA SVCS INC,3259918,118302
QUANTUM CORP,165402,192
QUANTUM FUEL SYS TECH WORLDW,44212,164
QUEST DIAGNOSTICS INC,923752,56054
QUEST RESOURCE HLDG CORP,81740,141
QUESTAR CORP,275225,6135
QUICKLOGIC CORP,134728,403
QUICKSILVER RESOURCES INC,249903,151
QUIDEL CORP,93239,2505
QUIKSILVER INC,18106,31
QUINSTREET INC,118906,493
QUINTILES TRANSNATIO HLDGS I,65796,3670
QUNAR CAYMAN IS LTD,666399,18426
QUOTIENT LTD,16100,152
RACKSPACE HOSTING INC,318699,10373
RADIAN GROUP INC,5859301,83554
RADIOSHACK CORP,1500536,1486
RADISYS CORP,61633,165
RADIUS HEALTH INC,36972,776
RADNET INC,10669,71
RADWARE LTD,1880023,33201
RAIT FINANCIAL TRUST,38679,287
RALPH LAUREN CORP,160050,26365
RAMBUS INC DEL,372398,4648
RAMCO-GERSHENSON PPTYS TR,184959,3005
RAND LOGISTICS INC,56285,321
RANDGOLD RES LTD,98819,6679
RANGE RES CORP,569730,38634
RAPTOR PHARMACEUTICAL CORP,1872520,17957
RARE ELEMENT RES LTD,499158,324
RAVEN INDS INC,24585,600
RAYMOND JAMES FINANCIAL INC,3654387,195802
RAYONIER ADVANCED MATLS INC,311124,10239
RAYONIER INC,250368,7797
RAYTHEON CO,1034746,105151
RBC BEARINGS INC,543429,30813
RCS CAP CORP,67685,1524
REACHLOCAL INC,17011,61
REAL GOODS SOLAR INC,125362,216
REALD INC,17318,162
REALNETWORKS INC,39491,274
REALOGY HLDGS CORP,624627,23236
REALPAGE INC,21585,335
REALTY INCOME CORP,409216,16692
RECEPTOS INC,19035,1182
RED HAT INC,2945937,165415
RED LION HOTELS CORP,33601,191
RED ROBIN GOURMET BURGERS IN,4730,269
REDHILL BIOPHARMA LTD,29000,382
REDIFF COM INDIA LTD,15311,35
REDWOOD TR INC,77513,1285
REED ELSEVIER N V,70358,3179
REED ELSEVIER P L C,60421,3893
REGADO BIOSCIENCES INC,20326,23
REGAL BELOIT CORP,73227,4705
REGAL ENTMT GROUP,312252,6207
REGENCY CTRS CORP,1358277,73116
REGENCY ENERGY PARTNERS L P,6105719,199168
REGENERON PHARMACEUTICALS,372150,134168
REGIONS FINL CORP NEW,5821603,58448
REGIS CORP MINN,213502,3408
REGULUS THERAPEUTICS INC,761761,5203
REINSURANCE GROUP AMER INC,943840,75629
RELIANCE STEEL & ALUMINUM CO,1774452,121373
REMARK MEDIA INC,31551,199
RENAISSANCERE HOLDINGS LTD,111232,11122
RENASANT CORP,16032,434
RENESOLA LTD,122627,368
RENEWABLE ENERGY GROUP INC,12099,123
RENREN INC,61325,211
RENT A CTR INC NEW,186956,5674
RENTECH INC,455259,778
RENTRAK CORP,4231,258
REPLIGEN CORP,366859,7304
REPROS THERAPEUTICS INC,47264,468
REPUBLIC AWYS HLDGS INC,33601,373
REPUBLIC FIRST BANCORP INC,12953,50
REPUBLIC SVCS INC,1244722,48570
RESMED INC,168434,8299
RESOLUTE ENERGY CORP,107386,673
RESOLUTE FST PRODS INC,69457,1086
RESONANT INC,39097,285
RESOURCE CAP CORP,444544,2165
RESOURCES CONNECTION INC,53832,750
RESPONSE GENETICS INC,70249,48
RESTORATION HARDWARE HLDGS I,2630742,209275
RETAIL OPPORTUNITY INVTS COR,237892,987
RETAIL PPTYS AMER INC,2992373,43778
RETAILMENOT INC,58867,951
RETROPHIN INC,27164,245
REVANCE THERAPEUTICS INC,425445,8224
REVENUESHARES ETF TR,5985,273
REVETT MNG CO,65679,73
REVLON INC,22632,717
REVOLUTION LIGHTING TECHNOLO,60251,101
REX AMERICAN RESOURCES CORP,115037,8384
REX ENERGY CORPORATION,4542825,57557
REXAHN PHARMACEUTICALS INC,158033,128
REXFORD INDL RLTY INC,92957,1287
REXNORD CORP NEW,20359,579
REYNOLDS AMERICAN INC,1405589,82930
RF MICRODEVICES INC,1165926,13455
RICE ENERGY INC,2390462,63586
RICEBRAN TECHNOLOGIES,12005,64
RICHARDSON ELECTRS LTD,42505,425
RICHMONT MINES INC,229028,458
RIGEL PHARMACEUTICALS INC,96013,187
RIGHTSIDE GROUP LTD,1177433,11480
RIGNET INC,19127,774
RING ENERGY INC,57489,847
RIO TINTO PLC,5395598,265356
RITCHIE BROS AUCTIONEERS,48670,1090
RITE AID CORP,2308495,11174
RIVERBED TECHNOLOGY INC,207448,3847
RLI CORP,663699,28732
RLJ ENTMT INC,422637,1636
RLJ LODGING TR,4322495,123061
RMG NETWORKS HLDG CORP,10346,17
RMR REAL ESTATE INCOME FUND,58763,1105
ROADRUNNER TRNSN SVCS HLDG I,1168189,26623
ROBERT HALF INTL INC,372530,18254
ROCK CREEK PHARMACEUTICALS I,452195,127
ROCK-TENN CO,4306040,204882
ROCKET FUEL INC,13431,212
ROCKWELL AUTOMATION INC,537680,59080
ROCKWELL COLLINS INC,404147,31725
ROCKWELL MED INC,232281,2123
ROCKWOOD HLDGS INC,122534,9368
ROFIN SINAR TECHNOLOGIES INC,8940,206
ROGERS COMMUNICATIONS INC,241662,9043
ROGERS CORP,19511,1068
ROKA BIOSCIENCE INC,37940,381
ROLLINS INC,92446,2707
ROPER INDS INC NEW,164457,24058
ROSE ROCK MIDSTREAM L P,1940897,114804
ROSETTA GENOMICS LTD,20841,73
ROSETTA RESOURCES INC,634039,28253
ROSETTA STONE INC,18515,149
ROSS STORES INC,360597,27254
ROUNDYS INC,12304,37
ROUSE PPTYS INC,81406,1316
ROVI CORP,215644,4258
ROWAN COMPANIES PLC,1049921,26574
ROYAL BANCSHARES PA INC,177939,286
ROYAL BK CDA MONTREAL QUE,969449,69268
ROYAL BK OF SCOTLAND PLC,7350,374
ROYAL BK SCOTLAND GROUP PLC,527233,10947
ROYAL CARIBBEAN CRUISES LTD,1139274,76662
ROYAL DUTCH SHELL PLC,3637488,278540
ROYAL GOLD INC,230916,14995
RPC INC,1093961,24023
RPM INTL INC,374499,17144
RPX CORP,182487,2505
RSP PERMIAN INC,2733563,69870
RTI INTL METALS INC,69358,1710
RTI SURGICAL INC,139685,668
RUBICON MINERALS CORP,808164,1107
RUBICON PROJ INC,10498,123
RUBICON TECHNOLOGY INC,34526,147
RUBY TUESDAY INC,14085,83
RUCKUS WIRELESS INC,104321,1394
RUDOLPH TECHNOLOGIES INC,23632,214
RUSH ENTERPRISES INC,35736,1195
RUTHS HOSPITALITY GROUP INC,32127,355
RYANAIR HLDGS PLC,28022,1581
RYDER SYS INC,130992,11786
RYDEX ETF TRUST,675520,54637
RYERSON HLDG CORP,393679,5039
RYLAND GROUP INC,157512,5236
RYMAN HOSPITALITY PPTYS INC,59881,2833
S & T BANCORP INC,69169,1623
SABRA HEALTH CARE REIT INC,33420,812
SABRE CORP,55210,989
SAEXPLORATION HLDGS INC,15210,126
SAFE BULKERS INC,12877,86
SAFEGUARD SCIENTIFICS INC,21205,390
SAFETY INS GROUP INC,23705,1278
SAFEWAY INC,2967365,101780
SAGA COMMUNICATIONS INC,6278,211
SAGE THERAPEUTICS INC,58136,1831
SAGENT PHARMACEUTICALS INC,7586,236
SAIA INC,14822,734
SALESFORCE COM INC,5392707,310243
SALIX PHARMACEUTICALS INC,885717,138384
SALLY BEAUTY HLDGS INC,186544,5106
SANCHEZ ENERGY CORP,222057,5831
SANDERSON FARMS INC,171606,15092
SANDISK CORP,3347981,327935
SANDRIDGE ENERGY INC,290746,1247
SANDRIDGE MISSISSIPPIAN TR I,18354,76
SANDSTORM GOLD LTD,50695,218
SANDY SPRING BANCORP INC,541642,12398
SANFILIPPO JOHN B & SON INC,9066,293
SANGAMO BIOSCIENCES INC,468553,5053
SANMINA CORPORATION,237991,4965
SANOFI,955756,38389
SANTANDER CONSUMER USA HDG I,333617,5942
SAP AG,2563566,184987
SAPIENT CORP,183576,2570
SARATOGA RES INC TEX,15350,18
SAREPTA THERAPEUTICS INC,23224,490
SASOL LTD,267612,14582
SAUL CTRS INC,46661,2181
SBA COMMUNICATIONS CORP,2305450,255675
SCANA CORP NEW,2350541,116611
SCANSOURCE INC,20022,693
SCHEIN HENRY INC,1229312,143177
SCHLUMBERGER LTD,5024249,510916
SCHNITZER STL INDS,73979,1779
SCHOLASTIC CORP,10508,340
SCHULMAN A INC,133893,4841
SCHWAB CHARLES CORP NEW,5603906,164699
SCHWAB STRATEGIC TR,880794,35598
SCHWEITZER-MAUDUIT INTL INC,28967,1197
SCICLONE PHARMACEUTICALS INC,82628,569
SCIENCE APPLICATNS INTL CP N,52832,2337
SCIENTIFIC GAMES CORP,8042,87
SCIQUEST INC NEW,13770,207
SCORPIO BULKERS INC,82512,480
SCORPIO TANKERS INC,114279,950
SCOTTS MIRACLE GRO CO,76981,4234
SCRIPPS E W CO OHIO,28121,459
SCRIPPS NETWORKS INTERACT IN,1782025,139158
SEABOARD CORP,575,1538
SEABRIDGE GOLD INC,49895,401
SEACHANGE INTL INC,42353,295
SEACOR HOLDINGS INC,16242,1215
SEADRILL LIMITED,1789827,47896
SEADRILL PARTNERS LLC,7813712,243709
SEAGATE TECHNOLOGY PLC,2075821,118882
SEALED AIR CORP NEW,792190,27631
SEARS HLDGS CORP,100297,2523
SEATTLE GENETICS INC,525523,19539
SEAWORLD ENTMT INC,333976,6422
SECURITY NATL FINL CORP,42269,210
SEI INVESTMENTS CO,356750,12900
SELECT BANCORP INC NEW,22959,172
SELECT COMFORT CORP,202239,4231
SELECT INCOME REIT,65788,1582
SELECT MED HLDGS CORP,144547,1739
SELECT SECTOR SPDR TR,197625000,8010575
SELECTIVE INS GROUP INC,51095,1132
SEMGROUP CORP,2303140,191632
SEMICONDUCTOR MFG INTL CORP,57419,292
SEMPRA ENERGY,2931813,308954
SEMTECH CORP,1587314,43095
SENIOR HSG PPTYS TR,3585999,75020
SENSATA TECHNOLOGIES HLDG NV,6571933,292648
SENSIENT TECHNOLOGIES CORP,70942,3713
SEQUENOM INC,114272,339
SEQUENTIAL BRANDS GROUP INC,85623,1070
SERVICE CORP INTL,322350,6814
SERVICEMASTER GLOBAL HLDGS I,166107,4020
SERVICENOW INC,3953299,232375
SERVICESOURCE INTL LLC,12491,40
SESA STERLITE LTD,283278,4889
SEVENTY SEVEN ENERGY INC,515022,12226
SFX ENTMT INC,310113,1556
SHANDA GAMES LTD,131096,857
SHAW COMMUNICATIONS INC,352481,8626
SHENANDOAH TELECOMMUNICATION,22388,555
SHERWIN WILLIAMS CO,1429842,313121
SHINHAN FINANCIAL GROUP CO L,132883,6041
SHIP FINANCE INTERNATIONAL L,291583,4933
SHIRE PLC,1287360,333490
SHORETEL INC,73585,489
SHUTTERFLY INC,72418,3530
SHUTTERSTOCK INC,22124,1579
SIBANYE GOLD LTD,122474,1038
SIERRA BANCORP,206883,3467
SIERRA WIRELESS INC,9035,242
SIFY TECHNOLOGIES LIMITED,14971,29
SIGA TECHNOLOGIES INC,234299,339
SIGMA ALDRICH CORP,389525,52979
SIGMA DESIGNS INC,141081,608
SIGNATURE BK NEW YORK N Y,1443237,161729
SIGNET JEWELERS LIMITED,284203,32373
SILGAN HOLDINGS INC,63219,2971
SILICON GRAPHICS INTL CORP,317994,2935
SILICON IMAGE INC,52508,265
SILICON LABORATORIES INC,821632,33391
SILICONWARE PRECISION INDS L,116568,795
SILVER BAY RLTY TR CORP,74727,1211
SILVER STD RES INC,297997,1817
SILVER WHEATON CORP,587830,11715
SILVERCORP METALS INC,916928,1457
SILVERCREST MINES INC,17558,26
SIMON PPTY GROUP INC NEW,2043901,336058
SIMPSON MANUFACTURING CO INC,11136,325
SINA CORP,194435,7999
SINCLAIR BROADCAST GROUP INC,524334,13680
SINOVAC BIOTECH LTD,162214,780
SIRIUS XM HLDGS INC,4020182,14030
SIRONA DENTAL SYSTEMS INC,981835,75287
SIX FLAGS ENTMT CORP NEW,528569,18178
SIZMEK INC,157469,1219
SJW CORP,8437,227
SK TELECOM LTD,237044,7192
SKECHERS U S A INC,72426,3861
SKILLED HEALTHCARE GROUP INC,138418,914
SKULLCANDY INC,15157,118
SKYWEST INC,300432,2337
SKYWORKS SOLUTIONS INC,671495,38980
SL GREEN RLTY CORP,612824,62091
SLM CORP,47812269,409273
SM ENERGY CO,530674,41392
SMART & FINAL STORES INC,168209,2427
SMITH & NEPHEW PLC,61583,5184
SMITH & WESSON HLDG CORP,22702,214
SMITH A O,385903,18245
SMITH MICRO SOFTWARE INC,18883,17
SMUCKER J M CO,357392,35379
SNAP ON INC,221615,26833
SNYDERS-LANCE INC,26722,709
SOCIEDAD QUIMICA MINERA DE C,218711,5717
SODASTREAM INTERNATIONAL LTD,4047,119
SOHU COM INC,235932,11851
SOLAR CAP LTD,539528,10078
SOLAR SR CAP LTD,126395,1945
SOLARCITY CORP,50457,3007
SOLARWINDS INC,103491,4351
SOLAZYME INC,24114,180
SOLERA HOLDINGS INC,101772,5736
SONIC AUTOMOTIVE INC,1332286,32654
SONIC CORP,202484,4528
SONOCO PRODS CO,136160,5350
SONUS NETWORKS INC,221411,758
SONY CORP,479613,8652
SOTHEBYS,347607,12416
SOUFUN HLDGS LTD,2974998,29601
SOURCE CAP INC,10945,711
SOURCE ETF TR,140000,6730
SOUTH JERSEY INDS INC,60338,3220
SOUTH ST CORP,679656,38006
SOUTHCOAST FINANCIAL CORP,326916,2321
SOUTHCROSS ENERGY PARTNERS L,90616,1935
SOUTHERN CO,3261435,142361
SOUTHERN COPPER CORP,1232214,36536
SOUTHERN NATL BANCORP OF VA,39527,458
SOUTHSIDE BANCSHARES INC,72810,2421
SOUTHWEST AIRLS CO,3291350,111149
SOUTHWEST BANCORP INC OKLA,947061,15532
SOUTHWEST GAS CORP,1262508,61333
SOUTHWESTERN ENERGY CO,12447252,435031
SOVRAN SELF STORAGE INC,159788,11881
SP PLUS CORP,14973,284
SPANSION INC,138995,3168
SPARK NETWORKS INC,38722,180
SPARTAN MTRS INC,12979,61
SPARTANNASH CO,76004,1479
SPDR DOW JONES INDL AVRG ETF,3173089,539647
SPDR GOLD TRUST,480992,55897
SPDR INDEX SHS FDS,33514846,1367405
SPDR S&P 500 ETF TR,74009730,14581398
SPDR S&P MIDCAP 400 ETF TR,1300004,324117
SPDR SER TR,656438,15588
SPDR SERIES TRUST,77306073,3875353
SPECTRA ENERGY CORP,6846067,268776
SPECTRA ENERGY PARTNERS LP,224393,11891
SPECTRANETICS CORP,39927,1061
SPECTRUM BRANDS HLDGS INC,1181115,106926
SPECTRUM PHARMACEUTICALS INC,1278584,10408
SPEED COMM INC,12344,34
SPEEDWAY MOTORSPORTS INC,10768,184
SPHERIX INC,185203,289
SPIRIT AEROSYSTEMS HLDGS INC,188342,7168
SPIRIT AIRLS INC,236511,16353
SPIRIT RLTY CAP INC NEW,661149,7253
SPLUNK INC,286718,15873
SPOK HLDGS INC,98597,1283
SPORTSMANS WHSE HLDGS INC,64954,437
SPRAGUE RES LP,973818,24764
SPRINT CORP,2100473,13317
SPROTT PHYSICAL SILVER TR,23432,161
SPROUTS FMRS MKT INC,538668,15659
SPX CORP,278875,26194
SS&C TECHNOLOGIES HLDGS INC,1186364,52069
SSGA ACTIVE ETF TR,4801,236
ST JOE CO,119594,2383
ST JUDE MED INC,894868,53809
STAAR SURGICAL CO,11311,120
STAG INDL INC,23554,488
STAGE STORES INC,213179,3647
STANCORP FINL GROUP INC,119228,7533
STANDARD MTR PRODS INC,39694,1367
STANDARD PAC CORP NEW,7588958,56841
STANDEX INTL CORP,252232,18700
STANLEY BLACK & DECKER INC,1796928,159692
STANLEY FURNITURE CO INC,16392,46
STANTEC INC,52162,3402
STAPLES INC,12180007,147378
STARBUCKS CORP,2768460,208908
STARWOOD HOTELS&RESORTS WRLD,3646795,303450
STARWOOD PPTY TR INC,9138427,200680
STARWOOD WAYPOINT RESIDENTL,254637,6623
STARZ,135983,4498
STATE BK FINL CORP,19862,323
STATE STR CORP,1206649,88822
STATOIL ASA,1976172,53673
STEEL DYNAMICS INC,4709623,106485
STEELCASE INC,213518,3457
STEIN MART INC,12176,141
STELLUS CAP INVT CORP,35938,499
STEMCELLS INC,80140,101
STEMLINE THERAPEUTICS INC,296417,3693
STEPAN CO,18805,835
STEREOTAXIS INC,28800,67
STERICYCLE INC,245986,28672
STERIS CORP,104073,5616
STERLING BANCORP DEL,49795,637
STERLING CONSTRUCTION CO INC,17661,135
STEWART INFORMATION SVCS COR,17841,524
STIFEL FINL CORP,1299610,60939
STILLWATER MNG CO,1079047,16218
STMICROELECTRONICS N V,1169278,8992
STOCK BLDG SUPPLY HLDGS INC,41933,659
STOCK YDS BANCORP INC,15387,463
STONE ENERGY CORP,104394,3274
STONECASTLE FINL CORP,8900,224
STONEGATE BK FT LAUDERDALE F,50736,1306
STONERIDGE INC,2260601,25477
STRAIGHT PATH COMMUNICATNS I,80358,1266
STRATASYS LTD,23118,2792
STRATEGIC HOTELS & RESORTS I,9624068,112121
STRATUS PPTYS INC,24146,338
STRAYER ED INC,69462,4159
STRYKER CORP,830753,67083
STURM RUGER & CO INC,155757,7584
SUBURBAN PROPANE PARTNERS L,539831,24049
SUCAMPO PHARMACEUTICALS INC,18320,119
SUMITOMO MITSUI FINL GROUP I,1455761,11937
SUMMIT HOTEL PPTYS,31031,335
SUMMIT MIDSTREAM PARTNERS LP,4711639,239634
SUMMIT ST BK SANTA ROSA CALI,198270,2572
SUN CMNTYS INC,611371,30875
SUN HYDRAULICS CORP,19637,738
SUN LIFE FINL INC,368394,13362
SUNCOKE ENERGY INC,590063,13247
SUNCOKE ENERGY PARTNERS L P,487835,14357
SUNCOR ENERGY INC NEW,1972069,71290
SUNEDISON INC,2299967,43424
SUNEDISON SEMICONDUCTOR LTD,74011,1432
SUNESIS PHARMACEUTICALS INC,100071,715
SUNGY MOBILE LTD,10530,69
SUNOCO LOGISTICS PRTNRS L P,11812830,570087
SUNPOWER CORP,127941,4334
SUNSHINE HEART INC,50778,286
SUNSTONE HOTEL INVS INC NEW,967393,13370
SUNTRUST BKS INC,4225358,160690
SUPER MICRO COMPUTER INC,20213,595
SUPERIOR DRILLING PRODS INC,91898,577
SUPERIOR ENERGY SVCS INC,545964,17946
SUPERIOR INDS INTL INC,13315,233
SUPERIOR UNIFORM GP INC,9836,213
SUPERNUS PHARMACEUTICALS INC,15651,136
SUPERVALU INC,356235,3185
SUPPORT COM INC,163757,354
SURGICAL CARE AFFILIATES INC,1115424,29815
SUSQUEHANNA BANCSHARES INC P,503958,5040
SUSSER PETE PARTNERS LP,773461,42540
SVB FINL GROUP,127447,14286
SWEDISH EXPT CR CORP,102924,739
SWIFT ENERGY CO,61637,592
SWIFT TRANSN CO,1637917,34363
SWISHER HYGIENE INC,13313,40
SWS GROUP INC,21589,149
SYKES ENTERPRISES INC,97145,1941
SYMANTEC CORP,2332077,54827
SYMETRA FINL CORP,1227220,28631
SYMMETRY MED INC,25157,254
SYNACOR INC,76210,146
SYNAGEVA BIOPHARMA CORP,123118,8468
SYNAPTICS INC,39467,2889
SYNCHRONOSS TECHNOLOGIES INC,41510,1900
SYNCHRONY FINL,20409,501
SYNERGY PHARMACEUTICALS INC,164805,459
SYNERGY RES CORP,60179,734
SYNGENTA AG,111126,7042
SYNNEX CORP,31885,2061
SYNOPSYS INC,657029,26080
SYNOVUS FINL CORP,520551,12306
SYNTA PHARMACEUTICALS CORP,790232,2379
SYNTEL INC,10242,901
SYNTHETIC BIOLOGICS INC,46970,84
SYSCO CORP,1841066,69868
SYSOREX GLOBAL HLDGS CORP,21416,88
T-MOBILE US INC,2913888,84124
T2 BIOSYSTEMS INC,3457240,62541
TABLEAU SOFTWARE INC,33930,2465
TAHOE RES INC,136707,2775
TAIWAN SEMICONDUCTOR MFG LTD,12410854,250451
TAKE-TWO INTERACTIVE SOFTWAR,448347,10343
TAL ED GROUP,641421,22411
TAL INTL GROUP INC,207636,8565
TALISMAN ENERGY INC,1116425,9657
TALLGRASS ENERGY PARTNERS LP,314470,14248
TALMER BANCORP INC,149437,2067
TAMINCO CORP,1620350,42292
TANGER FACTORY OUTLET CTRS I,805822,26366
TANZANIAN ROYALTY EXPL CORP,621355,1311
TARGA RES CORP,1977958,269338
TARGA RESOURCES PARTNERS LP,4205097,304238
TARGACEPT INC,142408,360
TARGET CORP,2720203,170502
TARO PHARMACEUTICAL INDS LTD,24846,3823
TASEKO MINES LTD,15689,27
TASER INTL INC,60912,940
TATA MTRS LTD,101827,4451
TAUBMAN CTRS INC,2377019,173522
TAYLOR MORRISON HOME CORP,98034,1590
TC PIPELINES LP,797068,53969
TCF FINL CORP,344105,5344
TCP CAP CORP,145824,2343
TD AMERITRADE HLDG CORP,810099,27033
TE CONNECTIVITY LTD,968177,53531
TEAM HEALTH HOLDINGS INC,138054,8006
TEAM INC,13253,502
TEARLAB CORP,173934,591
TECH DATA CORP,89869,5289
TECHNE CORP,128661,12036
TECK RESOURCES LTD,1240724,23437
TECO ENERGY INC,907748,15777
TECUMSEH PRODS CO,56116,241
TEEKAY CORPORATION,538554,35738
TEEKAY LNG PARTNERS L P,635372,27677
TEEKAY OFFSHORE PARTNERS L P,6664917,223942
TEEKAY TANKERS LTD,44370,166
TEKMIRA PHARMACEUTICALS CORP,9512,201
TELECOM ARGENTINA S A,117013,2375
TELECOM ITALIA S P A NEW,202188,2313
TELECOMMUNICATION SYS INC,23407,65
TELEDYNE TECHNOLOGIES INC,540251,50789
TELEFLEX INC,170525,17912
TELEFONICA BRASIL SA,1243699,24476
TELEFONICA S A,1579371,24275
TELENAV INC,20578,138
TELEPHONE & DATA SYS INC,199287,4775
TELETECH HOLDINGS INC,45762,1125
TELUS CORP,335631,11472
TEMPLETON EMERG MKTS INCOME,28259,359
TEMPLETON GLOBAL INCOME FD,18338,146
TEMPUR SEALY INTL INC,302259,16978
TENARIS S A,977636,44531
TENAX THERAPEUTICS INC,48353,190
TENET HEALTHCARE CORP,1697482,100813
TENNANT CO,7882,529
TENNECO INC,1030765,53919
TERADATA CORP DEL,503773,21119
TERADYNE INC,546667,10600
TEREX CORP NEW,3562269,113173
TERRAFORM PWR INC,16286,470
TERRENO RLTY CORP,2316877,43626
TESARO INC,879783,23683
TESCO CORP,76524,1519
TESLA MTRS INC,1022050,248031
TESORO CORP,4232841,258119
TESORO LOGISTICS LP,3282066,232272
TESSERA TECHNOLOGIES INC,25587,680
TETRA TECH INC NEW,31827,795
TETRA TECHNOLOGIES INC DEL,3015991,32633
TETRALOGIC PHARMACEUTICALS C,47663,198
TETRAPHASE PHARMACEUTICALS I,15867,317
TEUCRIUM COMMODITY TR,4487,102
TEVA PHARMACEUTICAL INDS LTD,1471330,79084
TEXAS CAPITAL BANCSHARES INC,1131804,65282
TEXAS INSTRS INC,4551652,217067
TEXAS ROADHOUSE INC,143927,4007
TEXTAINER GROUP HOLDINGS LTD,29102,906
TEXTRON INC,8042050,289433
TEXTURA CORP,103792,2740
TFS FINL CORP,30807,441
TGC INDS INC,19380,75
THE ADT CORPORATION,1470565,52146
THERAPEUTICSMD INC,433224,2010
THERAVANCE INC,43703,747
THERMO FISHER SCIENTIFIC INC,671630,81737
THERMON GROUP HLDGS INC,1185215,28943
THIRD PT REINS LTD,696275,10131
THL CR INC,98643,1272
THOMPSON CREEK METALS CO INC,4253558,9358
THOMSON REUTERS CORP,1732456,63078
THOR INDS INC,72693,3744
THORATEC CORP,202898,5424
THRESHOLD PHARMACEUTICAL INC,24674,89
TIBCO SOFTWARE INC,252831,5975
TICC CAPITAL CORP,481775,4254
TIDEWATER INC,62602,2444
TIFFANY & CO NEW,212190,20436
TILE SHOP HLDGS INC,19545,181
TIM HORTONS INC,346709,27324
TIM PARTICIPACOES S A,149800,3924
TIME INC NEW,917551,21498
TIME WARNER CABLE INC,1149166,164893
TIME WARNER INC,2699616,203038
TIMKEN CO,2678042,113522
TIMKENSTEEL CORP,2014668,93662
TIMMINS GOLD CORP,12649,16
TIPTREE FINL INC,13707,113
TITAN INTL INC ILL,57717,682
TITAN MACHY INC,18464,240
TIVO INC,179522,2297
TJX COS INC NEW,1248794,73891
TOLL BROTHERS INC,11187225,348594
TOOTSIE ROLL INDS INC,23515,658
TORCHMARK CORP,814871,42674
TORNIER N V,960901,22966
TORO CO,346850,20544
TORONTO DOMINION BK ONT,2380985,117597
TOTAL S A,1688735,108839
TOTAL SYS SVCS INC,688977,21330
TOWER INTL INC,199363,5022
TOWERS WATSON & CO,108356,10781
TOWERSTREAM CORP,73951,109
TOWN SPORTS INTL HLDGS INC,119940,804
TOWNSQUARE MEDIA INC,544717,6547
TOYOTA MOTOR CORP,326043,38319
TPG SPECIALTY LENDING INC,10102,162
TRACTOR SUPPLY CO,227304,13982
TRADE STR RESIDENTIAL INC,62005,443
TRANS WORLD ENTMT CORP,19223,70
