nameOfIssuer,sshPrnamt,value
RENREN INC,461038,1508
RENT A CTR INC NEW,224753,5979
RENTECH INC,511673,972
RENTECH NITROGEN PARTNERS L,22278,415
RENTRAK CORP,9169,553
REPLIGEN CORP,203500,2617
REPROS THERAPEUTICS INC,89694,1591
REPUBLIC AWYS HLDGS INC,74690,683
REPUBLIC SVCS INC,752040,25690
RESMED INC,390691,17460
RESOLUTE ENERGY CORP,684126,1662
RESOLUTE FST PRODS INC,72689,1461
RESOURCE CAP CORP,214865,1197
RESOURCES CONNECTION INC,43787,617
RESPONSE GENETICS INC,35124,42
RESTORATION HARDWARE HLDGS I,1978669,145610
RETAIL OPPORTUNITY INVTS COR,298942,1937
RETAIL PPTYS AMER INC,2614675,35403
RETAILMENOT INC,21521,689
REVANCE THERAPEUTICS INC,243103,7658
REVENUESHARES ETF TR,6184,282
REVLON INC,36502,933
REVOLUTION LIGHTING TECHNOLO,15759,50
REX AMERICAN RESOURCES CORP,55544,3169
REX ENERGY CORPORATION,5197381,97243
REXAHN PHARMACEUTICALS INC,90760,98
REXFORD INDL RLTY INC,11715,166
REXNORD CORP NEW,16476,477
REYNOLDS AMERICAN INC,1904579,101743
RF MICRODEVICES INC,351712,2771
RICE ENERGY INC,2410493,63613
RICEBRAN TECHNOLOGIES,15605,65
RICHMONT MINES INC,232755,328
RIGEL PHARMACEUTICALS INC,220895,857
RIGNET INC,21337,1149
RING ENERGY INC,59179,903
RINGCENTRAL INC,127725,2312
RIO TINTO PLC,6635093,370438
RITCHIE BROS AUCTIONEERS,10605,256
RITE AID CORP,1967697,12338
RIVERBED TECHNOLOGY INC,383698,7563
RLI CORP,675531,29886
RLJ ENTMT INC,422741,1885
RLJ LODGING TR,723960,19358
RMG NETWORKS HLDG CORP,10352,58
RMR REAL ESTATE INCOME FUND,58763,1091
ROADRUNNER TRNSN SVCS HLDG I,1411239,35620
ROBERT HALF INTL INC,348684,14627
ROCK-TENN CO,231979,24490
ROCKET FUEL INC,61810,2650
ROCKVILLE FINL INC NEW,24838,338
ROCKWELL AUTOMATION INC,445684,55510
ROCKWELL COLLINS INC,528361,42094
ROCKWELL MED INC,164812,2087
ROCKWOOD HLDGS INC,62823,4674
ROFIN SINAR TECHNOLOGIES INC,52333,1254
ROGERS COMMUNICATIONS INC,435313,18040
ROLLINS INC,207756,6283
ROPER INDS INC NEW,1090775,145629
ROSE ROCK MIDSTREAM L P,1723354,71502
ROSETTA RESOURCES INC,611178,28469
ROSS STORES INC,650984,46591
ROUNDYS INC,129513,891
ROUSE PPTYS INC,140745,2426
ROVI CORP,179085,4080
ROWAN COMPANIES PLC,2223139,74876
ROYAL BK CDA MONTREAL QUE,1957588,129181
ROYAL BK SCOTLAND GROUP PLC,1183599,25383
ROYAL CARIBBEAN CRUISES LTD,314269,17147
ROYAL DUTCH SHELL PLC,3619952,268714
ROYAL GOLD INC,272634,17073
RPC INC,173543,3544
RPM INTL INC,290022,12135
RPX CORP,175617,2859
RSP PERMIAN INC,2159811,62397
RTI INTL METALS INC,66450,1846
RTI SURGICAL INC,154083,629
RUBICON MINERALS CORP,33353,35
RUBICON TECHNOLOGY INC,83247,940
RUBY TUESDAY INC,28099,158
RUCKUS WIRELESS INC,69000,839
RUDOLPH TECHNOLOGIES INC,25773,294
RUSH ENTERPRISES INC,29567,960
RUTHS HOSPITALITY GROUP INC,47861,579
RXI PHARMACEUTICALS CORP NEW,10454,45
RYANAIR HLDGS PLC,21770,1280
RYDER SYS INC,154555,12352
RYDEX ETF TRUST,433439,34678
RYLAND GROUP INC,133308,5323
RYMAN HOSPITALITY PPTYS INC,1342929,57101
S & T BANCORP INC,67729,1605
S Y BANCORP INC,21811,690
SABRA HEALTH CARE REIT INC,44368,1237
SAEXPLORATION HLDGS INC,15983,150
SAFEGUARD SCIENTIFICS INC,21603,479
SAFETY INS GROUP INC,18692,1006
SAFEWAY INC,2438970,90096
SAGA COMMUNICATIONS INC,6850,340
SAGENT PHARMACEUTICALS INC,505339,11810
SAIA INC,14383,550
SALESFORCE COM INC,2885712,164745
SALIX PHARMACEUTICALS INC,289375,29982
SALLY BEAUTY HLDGS INC,136598,3742
SAN JUAN BASIN RTY TR,14745,260
SANCHEZ ENERGY CORP,140712,4170
SANDERSON FARMS INC,143086,11231
SANDISK CORP,3391925,275391
SANDRIDGE ENERGY INC,1428898,8774
SANDRIDGE MISSISSIPPIAN TR I,51995,389
SANDRIDGE PERMIAN TR,12132,146
SANDSTORM GOLD LTD,23700,132
SANDY SPRING BANCORP INC,577699,14431
SANFILIPPO JOHN B & SON INC,14128,325
SANGAMO BIOSCIENCES INC,412284,7454
SANMINA CORPORATION,103250,1802
SANOFI,1438669,65186
SANTANDER CONSUMER USA HDG I,83118,2001
SAP AG,2675181,217519
SAPIENT CORP,241892,4127
SARATOGA RES INC TEX,27380,37
SAREPTA THERAPEUTICS INC,22168,533
SASOL LTD,46992,2626
SAUL CTRS INC,28149,1333
SBA COMMUNICATIONS CORP,5088314,462833
SCANA CORP NEW,2507219,128670
SCANSOURCE INC,82125,3349
SCHEIN HENRY INC,1292088,154236
SCHLUMBERGER LTD,6810685,664044
SCHNITZER STL INDS,47013,1357
SCHOLASTIC CORP,38358,1323
SCHULMAN A INC,150056,5441
SCHWAB CHARLES CORP NEW,4638281,126765
SCHWAB STRATEGIC TR,1972229,81236
SCHWEITZER-MAUDUIT INTL INC,65764,2801
SCICLONE PHARMACEUTICALS INC,72847,331
SCIENCE APPLICATNS INTL CP N,379138,14176
SCIENTIFIC GAMES CORP,68236,937
SCIQUEST INC NEW,15124,409
SCORPIO BULKERS INC,44399,449
SCORPIO TANKERS INC,71047,709
SCOTTS MIRACLE GRO CO,85107,5215
SCRIPPS E W CO OHIO,31302,555
SCRIPPS NETWORKS INTERACT IN,2962095,224853
SEABOARD CORP,607,1591
SEABRIDGE GOLD INC,146059,1034
SEACHANGE INTL INC,51295,536
SEACOAST BKG CORP FLA,29380,323
SEACOR HOLDINGS INC,58833,5084
SEADRILL LIMITED,1916878,67398
SEADRILL PARTNERS LLC,4275894,128277
SEAGATE TECHNOLOGY PLC,1581284,88804
SEALED AIR CORP NEW,1438172,47272
SEARS HLDGS CORP,771197,36832
SEATTLE GENETICS INC,283218,12904
SEAWORLD ENTMT INC,1495696,45214
SECURITY NATL FINL CORP,41598,169
SEI INVESTMENTS CO,865521,29089
SELECT COMFORT CORP,105027,1899
SELECT INCOME REIT,133788,4049
SELECT MED HLDGS CORP,152523,1899
SELECT SECTOR SPDR TR,186702325,7650877
SELECTIVE INS GROUP INC,57373,1338
SEMGROUP CORP,1511357,99010
SEMICONDUCTOR MFG INTL CORP,35805,135
SEMPRA ENERGY,2935301,284019
SEMTECH CORP,1594335,40400
SENECA FOODS CORP NEW,19205,605
SENIOR HSG PPTYS TR,3159455,70993
SENOMYX INC,28103,300
SENSATA TECHNOLOGIES HLDG BV,7351096,313451
SENSIENT TECHNOLOGIES CORP,126160,7117
SEQUENOM INC,115837,284
SEQUENTIAL BRANDS GROUP INC,97254,778
SERVICE CORP INTL,272088,5409
SERVICENOW INC,1831645,109753
SESA STERLITE LTD,48766,606
SFX ENTMT INC,217416,1533
SHANDA GAMES LTD,182322,1184
SHAW COMMUNICATIONS INC,425512,10170
SHENANDOAH TELECOMMUNICATION,50270,1623
SHERWIN WILLIAMS CO,1214271,239369
SHINHAN FINANCIAL GROUP CO L,82179,3612
SHIP FINANCE INTERNATIONAL L,336757,6051
SHIRE PLC,1128764,167656
SHOE CARNIVAL INC,779055,17950
SHORETEL INC,61962,533
SHUTTERFLY INC,24239,1035
SHUTTERSTOCK INC,26400,1917
SIBANYE GOLD LTD,259050,2158
SIEMENS A G,138828,18763
SIERRA BANCORP,216490,3447
SIERRA WIRELESS INC,119629,2612
SIGA TECHNOLOGIES INC,11033,34
SIGMA ALDRICH CORP,384940,35946
SIGMA DESIGNS INC,32447,154
SIGNATURE BK NEW YORK N Y,1503331,188803
SIGNET JEWELERS LIMITED,613421,64936
SILGAN HOLDINGS INC,82111,4066
SILICOM LTD,21413,1328
SILICON GRAPHICS INTL CORP,19292,237
SILICON IMAGE INC,59562,411
SILICON LABORATORIES INC,61280,3202
SILICONWARE PRECISION INDS L,72007,479
SILVER BAY RLTY TR CORP,779746,12102
SILVER SPRING NETWORKS INC,12397,215
SILVER STD RES INC,407453,4046
SILVER WHEATON CORP,1019218,23135
SILVERCORP METALS INC,421845,822
SIMMONS 1ST NATL CORP,5609,209
SIMON PPTY GROUP INC NEW,2144926,351769
SIMPSON MANUFACTURING CO INC,54341,1920
SINA CORP,676959,40895
SINCLAIR BROADCAST GROUP INC,352206,9541
SINOVAC BIOTECH LTD,11588,83
SIRIUS XM HLDGS INC,5427815,17369
SIRONA DENTAL SYSTEMS INC,1086585,81136
SIX FLAGS ENTMT CORP NEW,435674,17493
SIZMEK INC,155387,1652
SJW CORP,29364,868
SK TELECOM LTD,212737,4801
SKECHERS U S A INC,141795,5181
SKILLED HEALTHCARE GROUP INC,136159,718
SKULLCANDY INC,13133,121
SKYWEST INC,385268,4916
SKYWORKS SOLUTIONS INC,488885,18343
SL GREEN RLTY CORP,599071,60279
SLM CORP,41144914,1007228
SM ENERGY CO,474521,33829
SMITH & NEPHEW PLC,36052,2757
SMITH & WESSON HLDG CORP,72933,1066
SMITH A O,394487,18154
SMUCKER J M CO,282797,27499
SNAP ON INC,207575,23556
SNYDERS-LANCE INC,24464,690
SOCIEDAD QUIMICA MINERA DE C,213881,6788
SODASTREAM INTERNATIONAL LTD,201476,8885
SOHU COM INC,80480,5238
SOLAR CAP LTD,681813,14850
SOLAR SR CAP LTD,328180,5615
SOLARCITY CORP,120171,7525
SOLARWINDS INC,420926,17944
SOLAZYME INC,208708,2423
SOLERA HOLDINGS INC,113117,7165
SONIC AUTOMOTIVE INC,978841,22004
SONIC CORP,412880,9409
SONOCO PRODS CO,146882,6025
SONUS NETWORKS INC,2210094,7448
SONY CORP,471804,9021
SOTHEBYS,93731,4082
SOUFUN HLDGS LTD,71909,4920
SOURCE CAP INC,25636,1761
SOUTH JERSEY INDS INC,65584,3678
SOUTHCOAST FINANCIAL CORP,340722,2483
SOUTHERN CO,3574336,157056
SOUTHERN COPPER CORP,721220,20994
SOUTHERN NATL BANCORP OF VA,40630,414
SOUTHSIDE BANCSHARES INC,26912,844
SOUTHWEST AIRLS CO,5905013,139417
SOUTHWEST BANCORP INC OKLA,986690,17425
SOUTHWEST GAS CORP,1965146,105038
SOUTHWESTERN ENERGY CO,5845021,268930
SOVRAN SELF STORAGE INC,139521,10248
SP PLUS CORP,14993,394
SPANSION INC,22625,394
SPARK NETWORKS INC,27943,146
SPARTAN STORES INC,64174,1489
SPDR DOW JONES INDL AVRG ETF,3110919,510937
SPDR GOLD TRUST,1137574,140616
SPDR INDEX SHS FDS,39968033,1701527
SPDR S&P 500 ETF TR,55164702,10316351
SPDR S&P MIDCAP 400 ETF TR,1407672,352720
SPDR SER TR,583121,16052
SPDR SERIES TRUST,83455672,4749110
SPECTRA ENERGY CORP,4658735,172093
SPECTRA ENERGY PARTNERS LP,220550,10796
SPECTRANETICS CORP,38505,1167
SPECTRUM BRANDS HLDGS INC,1013807,80801
SPECTRUM PHARMACEUTICALS INC,1385773,10864
SPEED COMM INC,34697,126
SPEEDWAY MOTORSPORTS INC,14882,279
SPIRIT AEROSYSTEMS HLDGS INC,121839,3435
SPIRIT AIRLS INC,124492,7395
SPIRIT RLTY CAP INC NEW,470767,5169
SPLUNK INC,54427,3891
SPRAGUE RES LP,957450,18919
SPRINT CORP,4844390,44520
SPROTT PHYSICAL GOLD TRUST,59721,637
SPROTT PHYSICAL SILVER TR,22425,176
SPROUTS FMRS MKT INC,406749,14655
SPS COMM INC,10269,631
SPX CORP,109069,10723
SS&C TECHNOLOGIES HLDGS INC,1437132,57514
ST JOE CO,76004,1463
ST JUDE MED INC,1338747,87541
STAAR SURGICAL CO,195191,3670
STAG INDL INC,22247,536
STAGE STORES INC,190403,4656
STAMPS COM INC,89440,3002
STANCORP FINL GROUP INC,191784,12811
STANDARD MTR PRODS INC,18224,652
STANDARD PAC CORP NEW,7055160,58628
STANDEX INTL CORP,29804,1597
STANLEY BLACK & DECKER INC,3505885,284818
STANLEY FURNITURE CO INC,12014,33
STANTEC INC,30291,1850
STAPLES INC,2662683,30194
STAR SCIENTIFIC INC,281924,221
STARBUCKS CORP,4767410,349833
STARWOOD HOTELS&RESORTS WRLD,4144427,329896
STARWOOD PPTY TR INC,7582881,178880
STARWOOD WAYPOINT RESIDENTL,548794,15800
STARZ,51984,1678
STATE AUTO FINL CORP,12500,266
STATE BK FINL CORP,10993,194
STATE STR CORP,1455852,101254
STATOIL ASA,920920,25989
STEALTHGAS INC,135238,1538
STEEL DYNAMICS INC,754042,13415
STEELCASE INC,213071,3539
STEIN MART INC,12156,170
STEINER LEISURE LTD,19249,890
STELLUS CAP INVT CORP,21078,303
STEMLINE THERAPEUTICS INC,255026,5193
STEPAN CO,63294,4086
STERICYCLE INC,275595,31314
STERIS CORP,126764,6053
STERLING BANCORP DEL,59028,747
STERLING CONSTRUCTION CO INC,24399,212
STERLING FINL CORP WASH,512267,17074
STEWART INFORMATION SVCS COR,15940,560
STIFEL FINL CORP,1039802,51740
STILLWATER MNG CO,502753,7446
STMICROELECTRONICS N V,360961,3335
STOCK BLDG SUPPLY HLDGS INC,78906,1603
STONE ENERGY CORP,180167,7561
STONE HBR EMERG MRKTS INC FD,19871,368
STONECASTLE FINL CORP,8900,219
STONERIDGE INC,2272418,25519
STRAIGHT PATH COMMUNICATNS I,94475,695
STRATASYS LTD,42738,4534
STRATEGIC HOTELS & RESORTS I,5585324,56915
STRATTEC SEC CORP,8214,593
STRATUS PPTYS INC,24926,435
STRAYER ED INC,80195,3724
STRYKER CORP,955945,77881
STURM RUGER & CO INC,76519,4576
SUBURBAN PROPANE PARTNERS L,727554,30222
SUCAMPO PHARMACEUTICALS INC,10558,75
SUMITOMO MITSUI FINL GROUP I,1143504,9891
SUMMIT HOTEL PPTYS,12515,116
SUMMIT MIDSTREAM PARTNERS LP,3266568,139979
SUMMIT ST BK SANTA ROSA CALI,208409,2280
SUN BANCORP INC,17213,58
SUN CMNTYS INC,858644,38716
SUN HYDRAULICS CORP,22614,979
SUN LIFE FINL INC,1120635,38808
SUNCOKE ENERGY INC,2690523,61451
SUNCOKE ENERGY PARTNERS L P,542089,15856
SUNCOR ENERGY INC NEW,2339161,81777
SUNEDISON INC,839601,15818
SUNESIS PHARMACEUTICALS INC,72472,479
SUNOCO LOGISTICS PRTNRS L P,4975868,452207
SUNPOWER CORP,188090,6068
SUNSTONE HOTEL INVS INC NEW,657674,9030
SUNTRUST BKS INC,5075626,201960
SUPER MICRO COMPUTER INC,97462,1693
SUPERIOR ENERGY SVCS INC,313076,9630
SUPERIOR INDS INTL INC,13405,275
SUPERNUS PHARMACEUTICALS INC,29280,262
SUPERTEX INC,60568,1998
SUPERVALU INC,384265,2628
SUPPORT COM INC,34884,89
SURGICAL CARE AFFILIATES INC,1123660,34553
SURMODICS INC,24698,558
SUSQUEHANNA BANCSHARES INC P,620521,7056
SUSSER HLDGS CORP,713049,44544
SUSSER PETE PARTNERS LP,674122,23695
SVB FINL GROUP,397157,51146
SWEDISH EXPT CR CORP,14123,100
SWIFT ENERGY CO,653597,7033
SWIFT TRANSN CO,134005,3316
SWISHER HYGIENE INC,105761,48
SWS GROUP INC,28088,210
SYMANTEC CORP,2922780,58368
SYMETRA FINL CORP,420655,8337
SYMMETRY MED INC,48930,492
SYNACOR INC,21545,53
SYNAGEVA BIOPHARMA CORP,134694,11175
SYNAPTICS INC,270029,16207
SYNCHRONOSS TECHNOLOGIES INC,36646,1257
SYNERGY PHARMACEUTICALS INC,64035,340
SYNERGY RES CORP,365977,3934
SYNGENTA AG,106835,8096
SYNNEX CORP,28550,1730
SYNOPSYS INC,546457,20990
SYNOVUS FINL CORP,2189345,7422
SYNTA PHARMACEUTICALS CORP,731321,3152
SYNTEL INC,9496,854
SYNTHETIC BIOLOGICS INC,50182,129
SYSCO CORP,2421442,87487
T-MOBILE US INC,911583,30109
TABLEAU SOFTWARE INC,195769,14894
TAHOE RES INC,27713,586
TAIWAN SEMICONDUCTOR MFG LTD,4806313,96222
TAKE-TWO INTERACTIVE SOFTWAR,827402,18145
TAL ED GROUP,659395,14850
TAL INTL GROUP INC,134201,5754
TALISMAN ENERGY INC,1108425,11062
TALLGRASS ENERGY PARTNERS LP,161550,5882
TALMER BANCORP INC,2152716,31516
TAMINCO CORP,1542810,32414
TANGER FACTORY OUTLET CTRS I,4116526,144079
TANGOE INC,18785,349
TANZANIAN ROYALTY EXPL CORP,784858,1868
TARGA RES CORP,1278498,126904
TARGA RESOURCES PARTNERS LP,3231086,181781
TARGACEPT INC,176286,837
TARGET CORP,2760827,167057
TARO PHARMACEUTICAL INDS LTD,1969,219
TASER INTL INC,147281,2693
TATA MTRS LTD,55977,1982
TAUBMAN CTRS INC,3166867,216995
TAYLOR MORRISON HOME CORP,45144,1061
TC PIPELINES LP,766777,36751
TCF FINL CORP,492656,8208
TCP CAP CORP,259463,4294
TD AMERITRADE HLDG CORP,579904,19688
TE CONNECTIVITY LTD,1375864,82840
TEAM HEALTH HOLDINGS INC,54135,2422
TEAM INC,15948,684
TEARLAB CORP,11280,76
TECH DATA CORP,62659,3819
TECHNE CORP,99377,8484
TECK RESOURCES LTD,1039042,22526
TECO ENERGY INC,1215507,20846
TECUMSEH PRODS CO,89932,620
TEEKAY CORPORATION,386073,21713
TEEKAY LNG PARTNERS L P,633749,26193
TEEKAY OFFSHORE PARTNERS L P,4175485,136622
TEEKAY TANKERS LTD,97346,345
TEJON RANCH CO,7489,253
TEKMIRA PHARMACEUTICALS CORP,10210,219
TELECOM ARGENTINA S A,41605,793
TELECOM ITALIA S P A NEW,188700,2225
TELECOMMUNICATION SYS INC,21390,49
TELEDYNE TECHNOLOGIES INC,515671,50190
TELEFLEX INC,216174,23183
TELEFONICA BRASIL SA,1243771,26417
TELEFONICA S A,1326498,20945
TELENAV INC,93007,554
TELEPHONE & DATA SYS INC,211967,5556
TELETECH HOLDINGS INC,103705,2542
TELUS CORP,150328,5404
TEMPLETON GLOBAL INCOME FD,95487,768
TEMPUR SEALY INTL INC,208934,10587
TENARIS S A,960626,42508
TENET HEALTHCARE CORP,4778041,204548
TENNANT CO,4561,299
TENNECO INC,844002,49012
TERADATA CORP DEL,505077,24845
TERADYNE INC,743086,14780
TEREX CORP NEW,3574802,158363
TERRENO RLTY CORP,512664,9694
TESARO INC,7847,231
TESCO CORP,632710,11705
TESLA MTRS INC,565623,117904
TESORO CORP,4981880,252034
TESORO LOGISTICS LP,2897455,174456
TESSERA TECHNOLOGIES INC,49869,1179
TETRA TECH INC NEW,35221,1042
TETRA TECHNOLOGIES INC DEL,2631102,33678
TETRALOGIC PHARMACEUTICALS C,52066,332
TETRAPHASE PHARMACEUTICALS I,26943,293
TEVA PHARMACEUTICAL INDS LTD,1770861,93573
TEXAS CAPITAL BANCSHARES INC,1389947,90263
TEXAS INDS INC,8738,783
TEXAS INSTRS INC,5541486,261336
TEXAS PAC LD TR,21258,2753
TEXAS ROADHOUSE INC,304299,7936
TEXTAINER GROUP HOLDINGS LTD,19367,742
TEXTRON INC,11515736,452453
TEXTURA CORP,94381,2379
TFS FINL CORP,30334,377
THE ADT CORPORATION,995017,29801
THERAPEUTICSMD INC,229314,1447
THERAVANCE INC,59881,1853
THERMO FISHER SCIENTIFIC INC,964558,115979
THERMON GROUP HLDGS INC,1196749,27741
THIRD PT REINS LTD,186494,2956
THL CR INC,615881,8499
THOMPSON CREEK METALS CO INC,4182024,9117
THOMSON REUTERS CORP,2466136,84341
THOR INDS INC,91300,5575
THORATEC CORP,165161,5914
THRESHOLD PHARMACEUTICAL INC,22310,106
TIBCO SOFTWARE INC,7189422,146089
TICC CAPITAL CORP,11828,116
TIDEWATER INC,66778,3247
TIFFANY & CO NEW,1083144,93312
TILE SHOP HLDGS INC,7932,123
TILLYS INC,19877,233
TIM HORTONS INC,2207595,122102
TIM PARTICIPACOES S A,31227,811
TIME WARNER CABLE INC,2433670,333851
TIME WARNER INC,3766274,246051
TIMKEN CO,3367128,197920
TIMMINS GOLD CORP,15679,20
TITAN INTL INC ILL,59992,1139
TITAN MACHY INC,20877,327
TIVO INC,79640,1054
TJX COS INC NEW,1922072,116573
TOLL BROTHERS INC,8933560,320715
TOMPKINS FINANCIAL CORPORATI,8259,404
TOOTSIE ROLL INDS INC,66194,1982
TORCHMARK CORP,412324,32450
TORNIER N V,1585739,33649
TORO CO,238003,15040
TORONTO DOMINION BK ONT,2907761,136520
TOTAL S A,1216671,79813
TOTAL SYS SVCS INC,583488,17743
TOWER GROUP INTL LTD,118367,320
TOWER INTL INC,129517,3526
TOWER SEMICONDUCTOR LTD,30953,283
TOWERS WATSON & CO,131507,14998
TOWERSTREAM CORP,15114,36
TOWN SPORTS INTL HLDGS INC,1603333,13612
TOWNEBANK PORTSMOUTH VA,39808,617
TOYOTA MOTOR CORP,251828,28432
TRACTOR SUPPLY CO,415133,29321
TRADE STR RESIDENTIAL INC,127782,969
TRANSALTA CORP,468587,5454
TRANSATLANTIC PETROLEUM LTD,14315,124
TRANSCANADA CORP,2355128,107206
TRANSDIGM GROUP INC,75363,13958
TRANSMONTAIGNE PARTNERS L P,81078,3493
TRANSOCEAN LTD,971926,40179
TRAVELCENTERS OF AMERICA LLC,142513,1161
TRAVELERS COMPANIES INC,4319262,367570
TRAVELZOO INC,18017,413
TRC COS INC,12668,84
TREDEGAR CORP,284810,6553
TREE COM INC,12478,387
TREEHOUSE FOODS INC,1443940,103950
TREMOR VIDEO INC,39282,162
TREVENA INC,11038,87
TREX CO INC,452798,33127
TRI CONTL CORP,103922,2087
TRIANGLE CAP CORP,63380,1641
TRIANGLE PETE CORP,195288,1609
TRICO BANCSHARES,585034,15170
TRIMAS CORP,6463,215
TRIMBLE NAVIGATION LTD,470802,18300
TRINA SOLAR LIMITED,295476,3974
TRINITY INDS INC,195048,14057
TRIPADVISOR INC,592306,53657
TRIPLE-S MGMT CORP,80030,1291
TRIQUINT SEMICONDUCTOR INC,3228315,43227
TRIUMPH GROUP INC NEW,4406772,284589
TRONOX LTD,37075,882
TRUEBLUE INC,1044638,30566
TRUETT-HURST INC,12333,61
TRULIA INC,92235,3063
TRUSTCO BK CORP N Y,15286,108
TRUSTMARK CORP,398660,10106
TRW AUTOMOTIVE HLDGS CORP,93562,7636
TSAKOS ENERGY NAVIGATION LTD,1240152,9624
TTM TECHNOLOGIES  INC,199161,1683
TUMI HLDGS INC,89193,2018
TUPPERWARE BRANDS CORP,69380,5811
TURQUOISE HILL RES LTD,8400896,27974
TUTOR PERINI CORP,23721,680
TW TELECOM INC,4543981,142044
TWENTY FIRST CENTY FOX INC,14720818,468760
TWIN DISC INC,442273,11649
TWITTER INC,668436,31196
TWO HBRS INVT CORP,17610389,180507
TYCO INTERNATIONAL LTD,7162237,303679
TYLER TECHNOLOGIES INC,17863,1495
TYSON FOODS INC,5331724,234650
U M H PROPERTIES INC,32604,319
U S G CORP,214377,7014
U S GEOTHERMAL INC,2436302,1827
U S PHYSICAL THERAPY INC,19641,679
U S SILICA HLDGS INC,156535,5975
UBIQUITI NETWORKS INC,271484,12339
UBS AG,13808791,286118
UDR INC,1039985,26862
UGI CORP NEW,276228,12599
UIL HLDG CORP,36899,1358
ULTA SALON COSMETCS & FRAG I,147129,14336
ULTIMATE SOFTWARE GROUP INC,27328,3744
ULTRA CLEAN HLDGS INC,26637,350
ULTRA PETROLEUM CORP,699984,18822
ULTRAGENYX PHARMACEUTICAL IN,125048,6114
ULTRAPAR PARTICIPACOES S A,326103,7856
ULTRAPETROL BAHAMAS LTD,60989,189
ULTRATECH INC,16049,468
UMB FINL CORP,1145635,74123
UMPQUA HLDGS CORP,320545,5975
UNDER ARMOUR INC,693115,79459
UNIFI INC,36031,831
UNIFIRST CORP MASS,15701,1726
UNILEVER N V,426122,17522
UNILEVER PLC,249355,10668
UNILIFE CORP NEW,80496,328
UNION FIRST MKT BANKSH CP,24678,627
UNION PAC CORP,1406555,263954
UNISYS CORP,53563,1631
UNIT CORP,70434,4605
UNITED BANKSHARES INC WEST V,319714,9789
UNITED CMNTY BKS BLAIRSVLE G,332563,6455
UNITED CMNTY FINL CORP OHIO,86601,339
UNITED CONTL HLDGS INC,4293332,191612
UNITED FINANCIAL BANCORP INC,10107,186
UNITED FIRE GROUP INC,54794,1663
UNITED MICROELECTRONICS CORP,2065621,4296
UNITED NAT FOODS INC,78098,5539
UNITED ONLINE INC,53506,619
UNITED PARCEL SERVICE INC,3621233,352636
UNITED RENTALS INC,185357,17598
UNITED STATES ANTIMONY CORP,120126,219
UNITED STATES CELLULAR CORP,180835,7416
UNITED STATES LIME & MINERAL,6582,371
UNITED STATES NATL GAS FUND,1887942,46104
UNITED STATES OIL FUND LP,2118630,77520
UNITED STATES STL CORP NEW,759422,20968
UNITED STATIONERS INC,10473,430
UNITED TECHNOLOGIES CORP,2476262,289326
UNITED THERAPEUTICS CORP DEL,386158,36310
UNITEDHEALTH GROUP INC,6624004,543103
UNITIL CORP,33405,1097
UNIVERSAL AMERN CORP NEW,52646,372
UNIVERSAL CORP VA,207893,11619
UNIVERSAL DISPLAY CORP,63857,2038
UNIVERSAL ELECTRS INC,50397,1934
UNIVERSAL FST PRODS INC,4326,239
UNIVERSAL HEALTH RLTY INCM T,38365,1621
UNIVERSAL HLTH SVCS INC,278648,22869
UNIVERSAL INS HLDGS INC,22863,290
UNIVERSAL STAINLESS & ALLOY,7474,252
UNIVERSAL TECHNICAL INST INC,28341,367
UNS ENERGY CORP,179961,10803
UNUM GROUP,4257931,150347
UNWIRED PLANET INC NEW,145806,316
UR ENERGY INC,20004,31
URANIUM ENERGY CORP,187466,247
URANIUM RES INC,100322,277
URBAN OUTFITTERS INC,1440323,52529
URS CORP NEW,184031,8661
URSTADT BIDDLE PPTYS INC,52887,1093
US BANCORP DEL,5385531,230825
US ECOLOGY INC,11922,443
USA COMPRESSION PARTNERS LP,788700,20695
USA MOBILITY INC,115088,2091
USA TECHNOLOGIES INC,11192,23
USANA HEALTH SCIENCES INC,88479,6666
USEC INC,262641,1056
UTI WORLDWIDE INC,121586,1288
V F CORP,2024614,125283
VAALCO ENERGY INC,213933,1829
VAIL RESORTS INC,809999,56457
VALE S A,3367922,45764
VALEANT PHARMACEUTICALS INTL,1506820,198644
VALERO ENERGY CORP NEW,2993247,158941
VALERO ENERGY PARTNERS LP,1152001,45608
VALHI INC NEW,45012,397
VALIDUS HOLDINGS LTD,3759497,141771
VALLEY NATL BANCORP,1373739,14301
VALMONT INDS INC,63658,9475
VALSPAR CORP,2187610,157770
VALUEVISION MEDIA INC,27683,135
VANDA PHARMACEUTICALS INC,329280,5351
VANGUARD ADMIRAL FDS INC,4776,466
VANGUARD BD INDEX FD INC,973159,78674
VANGUARD INDEX FDS,12721425,1297262
VANGUARD INTL EQUITY INDEX F,40635942,1748922
VANGUARD MALVERN FDS,606015,29895
VANGUARD NAT RES LLC,168729,5023
VANGUARD SCOTTSDALE FDS,603318,43072
VANGUARD SPECIALIZED PORTFOL,1009226,75924
VANGUARD STAR FD,171768,8966
VANGUARD TAX MANAGED INTL FD,13181076,543983
VANGUARD WHITEHALL FDS INC,473269,29873
VANGUARD WORLD FD,43634,3078
VANGUARD WORLD FDS,1192642,102347
VANTAGE DRILLING COMPANY,109526,187
VANTIV INC,111670,3375
VARIAN MED SYS INC,335382,28169
VARONIS SYS INC,5675,203
VASCO DATA SEC INTL INC,21846,165
VASCULAR SOLUTIONS INC,31681,830
